site name,latitude,longitude,number of nearby carwashes,distance from nearest carwash,rating of nearest carwash,user rating count for nearest carwash
"Orca Express , 21406 WA-410 , Bonney Lake , WA , 98391",47.1671481,-122.143408,4,0.02 miles,N/A,N/A
"Otto's Express Car Wash , 34709 Emerald Coast Pkwy W , Destin , FL , 32541",30.3853478,-86.396756,2,0.19 miles,4,13
"Otto's Freeport , 16485 US-331 South , Freeport , FL , 32439",30.485638,-86.122564,1,0.46 miles,3.7,60
"Otto's Santa Rosa , 5148 US-98 , Santa Rosa Beach , FL , 32459",30.3749272,-86.2630245,1,0.57 miles,4.3,38
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,3,0.93 miles,4.1,71
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,0,N/A,N/A,N/A
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,3,0.16 miles,3.5,17
"PAUL'S HINGHAM CAR WASH , 25 Summer St , Hingham , MA , 2043",42.2455695,-70.882402,1,0.81 miles,4.8,47
"PECW , 8215 Old Seward Hwy , Anchorage , AK , 99518",61.1464097,-149.8626216,4,0.02 miles,4.4,437
"PV Car Wash , 12621 N Paradise Village Pkwy W , Phoenix , AZ , 85032",33.6018693,-111.9881152,3,0.52 miles,3.8,724
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,2,0.13 miles,3.9,129
"Palm Ave , 1835 Palm Ave , San Diego , CA , 92154",32.5835872,-117.0942557,10,0.01 miles,4.4,1364
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,1,0.33 miles,3.4,29
"Papa Bear Anderson , 3436 Clemson Blvd , Anderson , SC , 29621",34.5492812,-82.6731139,1,0.94 miles,4.2,232
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,1,0.66 miles,3.9,160
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,3,0.01 miles,N/A,N/A
"Papa Bear Greenville , 2312 Wade Hampton Blvd , Greenville , SC , 29615",34.8895731,-82.3474777,1,0.59 miles,1,1
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,3,0.47 miles,1,3
"Paradise Falls Carwash , 1122 Richard D Sailors Pkwy , Powder Springs , GA , 30127",33.8621251,-84.6719291,3,0.28 miles,4.8,29
"Parker Street Lawrence , 69 Parker St , Lawrence , MA , 1843",42.6985116,-71.1596598,13,0.00 miles,1,1
"Passyunk Ave , 6319 W Passyunk Ave , Philadelphia , PA , 19153",39.9170781,-75.2172054,5,0.26 miles,3.9,11
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,1,0.87 miles,4.2,134
"Patriot Petroleum , 2340 W Main Rd , Portsmouth , RI , 2871",41.5598096,-71.2865645,0,N/A,N/A,N/A
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,0,N/A,N/A,N/A
"Pebble Hills , 14506 Pebble Hills Blvd , El Paso , TX , 79938",31.7820161,-106.2154935,0,N/A,N/A,N/A
"Pelican Auto Wash , 11370 US-1 , North Palm Beach , FL , 33408",26.8428641,-80.0612632,0,N/A,N/A,N/A
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,0,N/A,N/A,N/A
"Pennsauken , 5201 NJ-70 , Pennsauken Township , NJ , 8109",39.9336595,-75.0672301,2,0.61 miles,N/A,N/A
"Pensacola - Navy , 516 N Navy Blvd , Pensacola , FL , 32507",30.3964276,-87.2768434,2,0.11 miles,4.8,1463
"Peoria Ave , 7420 W Peoria Ave , Peoria , AZ , 85345",33.5818711,-112.2187691,4,0.01 miles,4,53
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,0,N/A,N/A,N/A
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,5,0.01 miles,N/A,N/A
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,0,N/A,N/A,N/A
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,1,0.48 miles,4.7,10
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,1,0.00 miles,4,154
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,0,N/A,N/A,N/A
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,1,0.78 miles,3.8,79
"Pleasant Valley Street Methuen , 96 Pleasant Valley St , Methuen , MA , 1844",42.7433515,-71.1529978,1,0.02 miles,3.8,160
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,2,0.89 miles,3.9,186
"Ponte Vedra , 280 A1A N , Ponte Vedra Beach , FL , 32082",30.2377286,-81.3875279,1,0.62 miles,5,1
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,1,0.51 miles,4.1,627
"Port Richey , 11909 US 19 , Port Richey , FL , 34668",28.3302142,-82.6996807,4,0.35 miles,4.2,277
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,0,N/A,N/A,N/A
"Presidential Car Wash #1 , 2858 Treaschwig Rd , Houston , TX , 77073",30.0229071,-95.3859304,3,0.12 miles,4.3,4
"Presidential Car Wash #2 , 12111 Cypress North Houston Rd , Cypress , TX , 77429",29.9520756,-95.6031083,1,0.11 miles,5,104
"Prestige Auto Spa , 15180 Biscayne Blvd , North Miami Beach , FL , 33160",25.9158464,-80.1569752,5,0.23 miles,4.7,3
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,0,N/A,N/A,N/A
"Presto Car Wash , 1356 GA-138 , Conyers , GA , 30013",33.6576226,-84.0019641,3,0.52 miles,N/A,N/A
"Pristine Car Wash , 1989 N Wickham Rd , Melbourne , FL , 32935",28.1392854,-80.6711938,3,0.40 miles,4.6,293
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,2,0.98 miles,5,1
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,2,0.88 miles,3.6,42
"QUICK AND CLEAN CAR WASH , 2544 S Broadway , Santa Maria , CA , 93454",34.9137244,-120.4354124,7,0.34 miles,4,265
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,0,N/A,N/A,N/A
"Quick n Clean Kenosha , 470 E Kenosha St , Broken Arrow , OK , 74012",36.0615005,-95.7848281,2,0.32 miles,N/A,N/A
"QuikWash Encino , 17432 Ventura Blvd , Los Angeles , CA , 91316",34.1610899,-118.5129972,5,0.29 miles,1.9,15
"R&R SUPERIOR BELLFORT CARWASH , 4825 Bellfort St , Houston , TX , 77033",29.6690025,-95.3546217,2,0.63 miles,3.4,24
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,2,0.91 miles,5,7
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,0,N/A,N/A,N/A
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,0,N/A,N/A,N/A
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,4,0.06 miles,4.8,92
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,2,0.21 miles,3.1,29
"ROCK & ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,4,0.29 miles,5,13
"RUSSELL SPEEDERS 2 , 311 W Main St , Stamford , CT , 6902",41.0493868,-73.5508394,3,0.44 miles,4.9,1970
"RUSSELL SPEEDERS AVON , 265 W Main St , Avon , CT , 6001",41.8121371,-72.8542401,1,0.90 miles,4.3,183
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",27.7731377,-82.3902847,3,0.34 miles,4.5,15
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",28.0573484,-81.8121995,0,N/A,N/A,N/A
"Radiant Habana , 2610 W Hillsborough Ave , Tampa , FL , 33614",27.9957939,-82.4862322,12,0.13 miles,1,1
"Radiant Land O' Lakes , 4230 Land O' Lakes Blvd , Land O' Lakes , FL , 34639",28.2424856,-82.4427769,0,N/A,N/A,N/A
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",28.1481414,-81.4462145,0,N/A,N/A,N/A
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",28.5308742,-82.5110397,5,0.57 miles,5,2
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",28.2677868,-82.1889848,1,0.68 miles,4.2,325
"Rainbow , 7427 S Rainbow Blvd , Las Vegas , NV , 89113",36.0538689,-115.2442838,6,0.24 miles,3.5,97
"Rancho Bernardo , 16757 Bernardo Center Dr , San Diego , CA , 92128",33.0179,-117.075225,2,0.02 miles,2.7,15
"Regina Auto Bath LLC , 115-05 BEACH CHANNEL DR , ROCKAWAY PARK , NY , 11694",40.5815484,-73.8374035,2,0.48 miles,N/A,N/A
"Rev Express , 509 S Pleasantburg Dr , Greenville , SC , 29607",34.8290727,-82.3697232,3,0.14 miles,2.9,33
"Richmond Hill 1 , 8990 Ford Ave , Richmond Hill , GA , 31324",31.9566868,-81.3244341,2,0.27 miles,3.8,16
"Richmond Hill 2 , 1792 US-17 , Richmond Hill , GA , 31324",31.956986,-81.307186,2,0.13 miles,3.6,182
"Ride Thru , 8016 Slauson Ave , Montebello , CA , 90640",33.9751242,-118.1223768,4,0.05 miles,4.2,157
"Rinse My Ride Cactus , 3510 W Cactus Rd , Phoenix , AZ , 85029",33.5969539,-112.1346964,5,0.00 miles,4.6,65
"Rinse My Ride Glendale , 5515 N 59th Ave , Glendale , AZ , 85301",33.5170184,-112.1858919,5,0.33 miles,N/A,N/A
"Rinse My Ride Union Hills , 515 E Union Hills Dr , Phoenix , AZ , 85024",33.6544363,-112.0672219,2,0.88 miles,3,33
"Rio Rancho , 1890 Abrazo Rd NE , Rio Rancho , NM , 87124",35.2643284,-106.6974622,0,N/A,N/A,N/A
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",35.2668562,-106.6276302,0,N/A,N/A,N/A
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",35.3153389,-81.189865,4,0.00 miles,3,9
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",35.97045,-78.9507861,1,0.76 miles,N/A,N/A
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",35.2572225,-81.1140765,2,0.09 miles,2.6,26
"Riptide Morehead City , 3004 Arendell St , Morehead City , NC , 28557",34.7242844,-76.7442757,1,0.17 miles,5,5
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",35.9412871,-78.5612498,1,0.18 miles,3,23
"Riptide Northridge , 7110 Sandy Forks Rd , Raleigh , NC , 27615",35.8708646,-78.6229975,0,N/A,N/A,N/A
"Riptide Portsmouth , 3335 Victory Blvd , Portsmouth , VA , 23701",36.799515,-76.3520072,6,0.11 miles,4.1,30
"Riptide Richmond , 3025 Mechanicsville Turnpike , Richmond , VA , 23223",37.5679039,-77.4017741,1,0.52 miles,4,50
"Riptide Shallotte , 4447 Main St , Shallotte , NC , 28470",33.9841347,-78.366512,2,0.35 miles,2.2,6
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",35.1804403,-78.9818916,6,0.36 miles,N/A,N/A
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",42.9685416,-85.0698982,3,0.19 miles,3.5,45
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",42.931854,-85.3592788,1,0.87 miles,3.8,42
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",37.4169786,-79.9111846,1,0.52 miles,3.9,176
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,4,0.06 miles,3.6,148
"Roadrunner Express Menomonee Falls , N88W15382 Main St , Menomonee Falls , WI , 53051",43.1792396,-88.1008316,2,0.17 miles,3,22
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,3,0.22 miles,3.9,21
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,2,0.25 miles,4.5,202
"Rock N Roll Jupiter , 6751 W Indiantown Rd , Jupiter , FL , 33458",26.9350979,-80.1371909,5,0.01 miles,2.2,50
"Rock N Roll Stuart , 1615 SE Decker Ave , Stuart , FL , 34994",27.1839168,-80.2417183,5,0.00 miles,4.1,35
"Rocket Wash Chapel Hill , 1207 M.L.K. Jr Blvd , Chapel Hill , NC , 27514",35.9470353,-79.059053,0,N/A,N/A,N/A
"Rocket Wash Foothills , 3985 US-421 , Wilkesboro , NC , 28697",36.1493091,-81.2308643,1,0.13 miles,4.1,58
"Rocket Wash Goldsboro 2 , 2115 Wayne Memorial Dr , Goldsboro , NC , 27534",35.3983615,-77.9641651,2,0.37 miles,3.5,54
"Rocket Wash Mebane , 211 Fieldale Rd , Mebane , NC , 27302",36.0759804,-79.2749994,3,0.08 miles,4.1,478
"Rocket Wash Rome , 694 Braves Blvd NE , Rome , GA , 30161",34.2837964,-85.1672328,1,0.97 miles,5,22
"Rocket Wash Wilkesboro , 1846 US-421 , Wilkesboro , NC , 28697",36.1506819,-81.1992276,1,0.22 miles,N/A,N/A
"Rockmart , 1931 Nathan Dean Pkwy , Rockmart , GA , 30153",34.0092289,-85.0306115,2,0.16 miles,4.2,493
"Rocks Edge , 116 Carmel Dr , King , NC , 27021",36.2624481,-80.365563,1,0.08 miles,4.5,40
"Rogers - W Huntington Dr , 4203 W Huntington Dr , Rogers , AR , 72758",36.3125857,-94.1774616,2,0.25 miles,4.6,373
"Rogue Carwash , 819 SE Mill St , Grants Pass , OR , 97526",42.4311527,-123.318906,5,0.49 miles,4.4,263
"Rolling Thunder , 800 E Main St , Palmyra , PA , 17078",40.312316,-76.585092,3,0.05 miles,3.1,144
"Rosecrans , 3342 Rosecrans St , San Diego , CA , 92110",32.7467969,-117.2086359,9,0.26 miles,4.4,10
"Route 66 Car Wash , 1650 W Holt Ave , Pomona , CA , 91768",34.0613692,-117.7778743,4,0.11 miles,4.4,122
"Royal Pines , 3454 Royal Pines Dr , Middleburg , FL , 32068",30.1588835,-81.8357776,0,N/A,N/A,N/A
"Royal Splash Car Wash , 21 Cape Rd , Mendon , MA , 1756",42.0997802,-71.5037789,0,N/A,N/A,N/A
"Rub A Dub , 707 Taugenbaugh Blvd , Rifle , CO , 81650",39.5216905,-107.7771586,1,0.87 miles,2.5,33
"Russellville - E Main St , 2610 E Main St , Russellville , AR , 72802",35.2778085,-93.1033689,3,0.31 miles,4.4,759
"SI Auto Bath Inc. , 1531 ARTHUR KILL RD , STATEN ISLAND , NY , 10312",40.562835,-74.1911297,0,N/A,N/A,N/A
"SIMPLY CLEAN CW (VALLEY CW) , 64 Pershing Dr , Ansonia , CT , 6401",41.3346732,-73.0831786,2,0.40 miles,4.3,195
"SPARKLE AUTO WASH , 1635 E Florence Blvd , Casa Grande , AZ , 85122",32.878966,-111.7172926,5,0.08 miles,4.8,515
"SPARTA CAR WASH , 519 Lafayette Rd , Sparta Township , NJ , 7871",41.0774383,-74.6615066,0,N/A,N/A,N/A
"SPLASH AND DASH CAR WASH , 25 W Hwy 246 , Buellton , CA , 93427",34.6140642,-120.1943329,1,0.19 miles,3.8,111
"SQUEAKY CLEAN CW 2 , 3931 Cerrillos Rd , Santa Fe , NM , 87507",35.6427019,-106.0134847,3,0.33 miles,4.3,450
"STEESE , 720 Old Steese Hwy , Fairbanks , AK , 99701",64.8515089,-147.6945971,4,0.02 miles,4.3,6
"SUNSET CAR WASH , 1204 E Sunset Dr , Bellingham , WA , 98226",48.7721163,-122.4588421,1,0.97 miles,4.6,91
"SUPER SPRAY , 1581 S Muskogee Ave , Tahlequah , OK , 74464",35.8956029,-94.9762402,3,0.55 miles,4.2,167
"SUPERIOR ALMEDA CAR WASH , 10126 Almeda Genoa Rd , Houston , TX , 77075",29.6271685,-95.2355721,6,0.02 miles,2.2,6
"SUPERIOR FRY CAR WASH , 2205 Fry Rd , Katy , TX , 77449",29.7989295,-95.7190176,10,0.05 miles,3,518
"SUPERIOR MERMAID CAR WASH , 1750 NORTH PARK DRIVE , KINGWOOD , TX , 77339",30.0680683,-95.2282134,9,0.01 miles,N/A,N/A
"SUPERIOR TOMBALL CARWASH , 27840 Tomball Pkwy , Tomball , TX , 77375",30.0797196,-95.6287169,9,0.01 miles,3.1,14
"Safety Harbor , 1735 McMullen Booth Rd , Clearwater , FL , 33759",27.9842213,-82.708421,3,0.01 miles,5,1
"Saint Augustine , 520 S Ponce De Leon Blvd , St. Augustine , FL , 32084",29.8831802,-81.3252983,2,0.13 miles,4.7,35
"Salt Lick , 297 Salt Lick Rd , St. Peters , MO , 63376",38.7990011,-90.6550622,4,0.11 miles,4.4,115
"San Bernardino , 2122 W Highland Ave , San Bernardino , CA , 92407",34.1363603,-117.3362374,2,0.31 miles,5,3
"San Jose 2 , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,5,0.25 miles,3.2,671
"San Sebastian , 4065 US-1 , St. Augustine , FL , 32084",29.9310918,-81.3301476,0,N/A,N/A,N/A
"Santa Fe , 4410 Rodeo Rd , Santa Fe , NM , 87507",35.638209,-106.0127505,4,0.31 miles,3.1,349
"Saratoga Honda , 3402 US-9 , Saratoga Springs , NY , 12866",43.057525,-73.7870143,0,N/A,N/A,N/A
"Scarborough Car Wash , 1448 FM 66 , Waxahachie , TX , 75165",32.3740716,-96.8662375,2,0.04 miles,N/A,N/A
"Scrubadoo , 8050 Culebra Rd , San Antonio , TX , 78251",29.4657306,-98.6465099,4,0.10 miles,2.4,20
"Seaford Car Wash , 3470 Merrick Rd , Seaford , NY , 11783",40.664755,-73.5023234,1,0.56 miles,4,499
"Seaway Car Wash North , 142 Heineberg Drive , Colchester , VT , 5446",44.53489,-73.249658,0,N/A,N/A,N/A
"Seaway Car Wash South #2 , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,2,0.62 miles,4.3,137
"Seaway Car Wash South , 1341 Shelburne Rd , South Burlington , VT , 5403",44.4322445,-73.2115366,2,0.62 miles,4.3,137
"Secaucus Car Wash , 200 Flanagan Way , Secaucus , NJ , 7094",40.7936427,-74.0594994,1,0.34 miles,3.9,231
"Senatobia , 328 E Main St , Senatobia , MS , 38668",34.6197427,-89.9562586,3,0.02 miles,3.7,6
"Shammy's Unlimited Beach , 1025 W. Beach St. , Fort Worth , TX , 76111",32.7782902,-97.291176,1,0.90 miles,2.2,5
"Shammy's Unlimited Davis , 5901 Davis Blvd , North Richland Hills , TX , 76180",32.8534943,-97.2136683,2,0.01 miles,N/A,N/A
"Shammy's Unlimited Forest , 9262 Forest Lane , Dallas , TX , 75243",32.9085652,-96.7401233,1,0.46 miles,4,3
"Shammy's Unlimited Haslet , 13052 N Saginaw Blvd , Fort Worth , TX , 76179",32.9649226,-97.4195196,0,N/A,N/A,N/A
"Shammy's Unlimited McCart , 7200 McCart Ave , Fort Worth , TX , 76133",32.6383038,-97.3703479,1,0.65 miles,3.1,29
"Sherwood - E Kiehl Ave , 3610 E Kiehl Ave , Sherwood , AR , 72120",34.8316898,-92.1924256,0,N/A,N/A,N/A
"Shortman Car Wash , 1001 N Main St , Miami , OK , 74354",36.8867079,-94.8779151,2,0.18 miles,1,1
"Shortman Car Wash 2 , 5958 N Main St Rd , Joplin , MO , 64801",37.1421108,-94.5100893,0,N/A,N/A,N/A
"Shortman Car Wash 3 , 1626 W 7th St , Joplin , MO , 64801",37.084232,-94.5324896,1,0.42 miles,N/A,N/A
"Silver City , 1870 US-180 , Silver City , NM , 88061",32.7861869,-108.2554652,5,0.14 miles,4.2,75
"Slim Olson Car Wash , 2301 S Main St , Bountiful , UT , 84010",40.8645869,-111.8935807,5,0.02 miles,4,136
"Smitty's Car Wash Champaign , 1703 S Neil St , Champaign , IL , 61820",40.0957145,-88.2454626,2,0.42 miles,3.6,317
"Smitty's Car Wash Corsicana , 3700 W TX-31 , Corsicana , TX , 75110",32.0690227,-96.400998,0,N/A,N/A,N/A
"Smitty's Car Wash Fredericksburg , 513 S Adams St , Fredericksburg , TX , 78624",30.2686406,-98.8775051,3,0.10 miles,2.3,55
"Smitty's Car Wash Greenville , 6112 Wesley St , Greenville , TX , 75402",33.1078395,-96.1100705,0,N/A,N/A,N/A
"Smitty's Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,9,0.14 miles,3.7,49
"Smitty's Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,0,N/A,N/A,N/A
"Smitty's Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,3,0.49 miles,4.2,264
"Smitty's Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,4,0.10 miles,4.4,7
"Smitty's Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,0,N/A,N/A,N/A
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,4,0.16 miles,4,1
"Snap Clean Kiest , 1010 W Kiest Blvd , Dallas , TX , 75224",32.7052633,-96.8396643,1,0.22 miles,5,2
"Snappy Car Wash , 5501 Six Mile Commercial Court , Fort Myers , FL , 33912",26.5287406,-81.866561,2,0.44 miles,3.1,8
"Snappy Cicero , 3150 S Cicero Ave , Cicero , IL , 60804",41.8351211,-87.7440913,3,0.00 miles,3.5,51
"Snappy Kedzie Express Car Wash , 3549 S Kedzie Ave , Chicago , IL , 60632",41.8283277,-87.704428,5,0.55 miles,4.5,60
"Snappy Winkler , 4510 Winkler Ave , Fort Myers , FL , 33913",26.6082153,-81.8207338,3,0.77 miles,4,4
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,3,0.36 miles,2.5,69
"Soak Craigieburn , 420-440 Craigieburn rd , craigieburn , VIC , 3064",-37.5932044,144.9088643,5,0.08 miles,4.9,102
"Soap My Ride , 3156 Nashville Rd , Bowling Green , KY , 42101",36.9484488,-86.4771737,1,0.78 miles,2.4,7
"Soapatopia Car Wash , 6930 S. 73rd Street , Lincoln , NE , 68516",40.741756,-96.6203651,3,0.03 miles,4,7
"Soapy J's , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,3,0.27 miles,3.3,11
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,2,0.91 miles,4.8,10
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,3,0.68 miles,2.6,95
"Soapy Saddle Norco , 3198 Hamner Ave , Norco , CA , 92860",33.9275932,-117.5590515,3,0.03 miles,4.4,84
"Soapy Sam's , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,1,0.92 miles,4.3,295
"Soapy Shark Lake Worth , 5301 S State Rd 7 , Lake Worth , FL , 33449",26.601981,-80.2065086,0,N/A,N/A,N/A
"Soapy Shark Okeechobee , 2200 Okeechobee Blvd , West Palm Beach , FL , 33409",26.7060312,-80.0851498,7,0.01 miles,N/A,N/A
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,1,0.19 miles,4,89
"Solar City , 1210 Pioneer Rd , Mesquite , TX , 75149",32.7515293,-96.583091,4,0.16 miles,N/A,N/A
"Sonic Suds Five Forks , 2836 Woodruff Rd , Simpsonville , SC , 29681",34.8064838,-82.2217784,4,0.00 miles,4.7,169
"Sonic Suds Greenville , 2426 Laurens Rd , Greenville , SC , 29607",34.8281762,-82.3473609,3,0.71 miles,4.6,277
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,6,0.12 miles,4.8,668
"Sonny's Car Wash , 30A Main St , Winthrop , MA , 2152",42.3827713,-70.9932171,2,0.02 miles,4.4,198
"Sonny's Car Wash , 801 Wadsworth Blvd , Lakewood , CO , 80214",39.7289834,-105.0821615,6,0.35 miles,3.1,15
"Sonoran Express CW #2 , 1523 E Southern Ave , Phoenix , AZ , 85042",33.392314,-112.0484403,2,0.96 miles,N/A,N/A
"Sonoran Express CW , 16843 N 43rd Ave , Phoenix , AZ , 85053",33.6384163,-112.1511425,3,0.22 miles,3,1
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,2,0.25 miles,3.7,10
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,2,0.03 miles,3.7,3
"Sparky's , 451 E University Blvd , McKinney , TX , 75071",33.2106359,-96.610672,2,0.49 miles,2.8,89
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,1,0.34 miles,4.5,191
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,2,0.02 miles,4.2,38
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,0,N/A,N/A,N/A
"Speedy Pete's Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,2,0.36 miles,5,2
"Splash And Dash Atlantic City , 44 N Albany Ave , Atlantic City , NJ , 8401",39.3680947,-74.4737235,0,N/A,N/A,N/A
"Splash Auto Wash , 5330 Wyoming ST , Detroit , MI , 48210",42.3295633,-83.1563111,5,0.02 miles,1,1
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,0,N/A,N/A,N/A
"Splash Car Wash , 905 Abbott St , Salinas , CA , 93901",36.658371,-121.63672,3,0.46 miles,4.2,26
"Splash Dunlawton Ave , 901 Dunlawton Ave , Port Orange , FL , 32127",29.1299469,-81.0037301,3,0.60 miles,4.9,54
"Splash Herbert St , 956 Herbert St , Port Orange , FL , 32129",29.1378772,-81.0097334,4,0.07 miles,4.9,54
"Splash Hopper Express , 863 Western Bypass , Andalusia , AL , 36420",31.2980899,-86.499031,3,0.53 miles,4.1,70
"Splash N Foam , 705 Fannin St , George West , TX , 78022",28.3306261,-98.1165219,4,0.03 miles,4.3,33
"Splash Ormond , 55 N Nova Rd , Ormond Beach , FL , 32174",29.2798712,-81.0821448,1,0.70 miles,4.5,847
"Stephenville , 2623 W Washington St , Stephenville , TX , 76401",32.2068568,-98.2328337,7,0.09 miles,4,1
"Stevens Creek Xpress , 3655 Stevens Creek Blvd , Santa Clara , CA , 95051",37.3237879,-121.9648411,3,0.00 miles,N/A,N/A
"Strang , 11230 Strang Line Rd , Lenexa , KS , 66215",38.9245344,-94.755209,1,0.91 miles,4,126
"Sud Stop Bradenton , 5225 24th St E , Bradenton , FL , 34203",27.4479001,-82.5335396,2,0.81 miles,3.8,32
