full_site_address,Latitude,Longitude,total_precipitation_mm,rainy_days,total_snowfall_cm,snowy_days,days_below_freezing,total_sunshine_hours,days_pleasant_temp,avg_daily_max_windspeed_ms
"Whistle Express Car Wash - Louisburg , 602 S Bickett Blvd , Louisburg , NC , 27549",36.084169,-78.310355,1272.9599999999998,124.6,13.523999999999997,5.3,35.0,3154.922958611111,140.3,15.199572423085561
"Whistle Express Car Wash - Macedonia , 309 Highland Rd , Macedonia , OH , 44056",41.300026,-81.514408,1166.98,154.4,90.06200000000001,55.3,100.3,2859.005291111111,141.6,17.560970431918555
"Whistle Express Car Wash - Mayport , 1500 Mayport Rd , Atlantic Beach , FL , 32233",30.3357223,-81.415354,1250.0900000000001,152.8,0.0,0.0,1.1,3477.7715419444444,176.1,19.07942046560371
"Whistle Express Car Wash - Melbourne , 4860 N Wickham Rd , Melbourne , FL , 32940",28.1879225,-80.6727404,1194.8100000000002,165.0,0.0,0.0,0.0,3540.100071111111,176.3,20.967179504453927
"Whistle Express Car Wash - Mount Airy , 139 Kodiak Ln , Mount Airy , NC , 27030",36.4877738,-80.6157567,1201.33,120.0,20.803999999999995,8.3,53.8,3166.4796005555554,143.0,13.594941387828431
"Whistle Express Car Wash - Murphy , 251 King St , Murphy , NC , 28906",35.0798938,-84.033852,1540.8100000000002,144.7,15.098999999999998,11.4,39.9,3175.4660905555547,169.1,14.43078112134142
"Whistle Express Car Wash - Orange Park , 950 Park Ave , Orange Park , FL , 32073",30.178049,-81.7020568,1188.8200000000002,153.5,0.0,0.0,1.1,3439.351469722222,170.7,17.143640242533124
"Whistle Express Car Wash - Pole Green , 7423 Pole Green Rd , Mechanicsville , VA , 23116",37.6305119,-77.3632838,1149.74,118.3,22.932000000000006,7.9,50.4,3122.1368969444447,132.2,15.672053297402503
"Whistle Express Car Wash - Pooler , 2001 Pooler Pkwy , Pooler , GA , 31322",32.0816962,-81.2801965,1315.5400000000002,139.0,0.476,0.1,7.0,3360.3602705555554,165.8,15.467593607305938
"Whistle Express Car Wash - Racers Edge , 351 Commonwealth Blvd , Martinsville , VA , 24112",36.6968363,-79.8870267,1171.3,117.7,25.438,8.9,49.1,3164.4442972222228,140.3,15.076277116550639
"Whistle Express Car Wash - Roxboro , 421 N Madison Blvd , Roxboro , NC , 27573",36.3995425,-78.9823863,1197.4,118.9,19.439,6.7,42.4,3183.398485,139.1,15.369538962497192
"Whistle Express Car Wash - SouthPort , 5014 Southport Crossing Wy , Southport , NC , 28461",33.9540971,-78.0503435,1494.01,132.4,1.057,0.8,7.8,3401.5490663888895,164.0,22.93397342615465
"Whistle Express Car Wash - Washington , 427 Bridge St , Washington , NC , 27889",35.5488005,-77.057573,1398.3400000000001,133.2,6.537999999999999,3.2,23.4,3204.096689166667,150.1,16.33609342016618
"Whistle Express Car Wash - Westover , 105 S Westover Blvd , Albany , GA , 31707",31.5843172,-84.2206133,1158.35,124.0,0.14,0.2,10.1,3296.4810447222217,151.0,16.34827210120518
"Whistle Express Car Wash -Boll Weevil , 654 Boll Weevil Cir , Enterprise , AL , 36330",31.3218393,-85.8302736,1392.9900000000002,136.6,0.252,0.1,10.5,3303.9657677777773,160.3,15.856325698031288
"Whistle Express Car Wash Crawfordville , 2135 Crawfordville Hwy , Crawfordville , FL , 32327",30.2136553,-84.3632953,1447.2599999999998,144.3,0.154,0.1,4.1,3405.8888697222224,170.6,13.959435661351899
"Whistle Express Car WashChristiansburg , 945 N Franklin St , Christiansburg , VA , 24073",37.141632,-80.4147648,999.6999999999998,120.5,35.965999999999994,15.7,79.8,3165.5944063888887,157.2,15.41213893255483
"Whistle Express Car WashHendersonville , 579 New Shackle Island Rd , Hendersonville , TN , 37075",36.3377933,-86.6163971,1758.15,146.4,14.581,9.2,43.3,3048.7225288888885,135.0,14.393548618908602
"Whistle Express Car WashNorth Valdosta , 4139 N Valdosta Rd , Valdosta , GA , 31602",30.8968771,-83.3289852,1151.65,131.0,0.077,0.1,5.0,3324.3768358333336,158.1,15.753845946552886
"Whistle Express Car WashPort Wentworth , 38 Magellan Blvd , Port Wentworth , GA , 31407",32.1956562,-81.1974481,1325.8,139.0,0.504,0.1,6.9,3368.719883055556,165.3,15.548472340744066
"White Water CW , 7600 Crater Lake Hwy , White City , OR , 97503",42.4267962,-122.8487759,847.21,106.4,50.225,23.1,61.4,3328.0964588888883,116.3,11.58038962497193
"Wicked Wash , 160 E 1st S , Rigby , ID , 83442",43.6698154,-111.9134033,402.41999999999996,88.9,103.299,70.5,159.4,3359.603960833333,101.8,17.095245452503928
"Willy's Wash , 2605 N 14th St , Ponca City , OK , 74601",36.7364497,-97.0666901,895.8700000000001,89.7,12.439000000000004,8.1,58.6,3362.8640438888892,113.2,20.55612186540909
"Wolfrum , 1010 Wolfrum Rd , Weldon Spring , MO , 63304",38.7287947,-90.6444119,1272.54,120.3,31.654000000000003,19.3,70.6,3090.8515983333336,122.7,16.262951867654763
"Woodie's Ballantrae , 17322 FL-54 , Lutz , FL , 33558",28.193589,-82.527278,1525.84,159.9,0.0,0.0,0.5,3439.217116388889,175.1,15.845660902762182
"Woodie's Gibsonton , 9350 Theater Dr , Gibsonton , FL , 33534",27.849035,-82.3507939,1425.7,158.6,0.0,0.0,0.3,3526.0702122222224,160.4,17.838711804775805
"Woodie's Lutz , 24749 FL-54 , Lutz , FL , 33559",28.1864462,-82.4066793,1493.2499999999995,158.5,0.0,0.0,0.7,3464.2977580555553,170.8,16.09470192379669
"Woodie's Sun City , 4927 FL-674 , Wimauma , FL , 33598",27.7119642,-82.3332559,1423.42,156.5,0.0,0.0,0.3,3480.0434413888884,165.7,16.800604835691296
"ZAK's Car Wash , 2500 S Business 49 , Neosho , MO , 64850",36.8428883,-94.3926174,1192.2499999999998,110.7,19.075000000000003,11.7,58.8,3196.9399863888893,125.7,16.404350849614495
"Bridgeville , 3101 Washington Pike , Bridgeville , PA , 15017",40.3493811,-80.1116229,1295.67,153.7,59.766000000000005,37.9,84.1,2849.9792449999995,141.8,16.3072194026499
"COUGAR RIDGE , 10215 China Spring Rd , Waco , TX , 76708",31.6285436,-97.2443216,1096.08,100.8,2.4640000000000004,2.5,10.5,3269.860117222222,136.6,21.011079721536042
"Erie , 4234 Buffalo Rd , Erie , PA , 16510",42.1452943,-80.005931,1272.9,169.5,155.58200000000002,70.0,87.6,2874.206761388889,139.6,23.10595957781271
"Evolution Car Wash , 1665 NV-88 , Minden , NV , 89423",38.9587747,-119.7777729,467.18,56.9,132.895,42.6,116.9,3794.1585374999995,115.4,13.86434860393742
"Fast and Friendly Maricopa II , 42020 W Maricopa-Casa Grande Hwy , Maricopa , AZ , 85138",33.0394599,-112.0187546,228.14000000000001,31.8,0.014000000000000002,0.1,3.9,3864.152152777778,117.0,14.755355565536345
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",33.4872303,-84.4341295,1521.6999999999998,138.1,2.198,1.1,23.9,3184.6845074999997,156.6,16.67764795269107
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",38.4050476,-78.8677602,912.5,113.5,40.859,16.7,94.7,3171.5362527777775,140.3,14.01753259974549
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,907.8199999999999,114.4,41.523999999999994,16.7,88.1,3173.788634444444,142.0,13.973556703346059
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,1213.8600000000001,122.1,10.422999999999998,3.5,35.6,3213.683808055556,140.5,14.204370162437309
"Hydro Express Wash , 3088 Hennepin Dr , Joliet , IL , 60431",41.5726477,-88.1574489,1184.35,128.0,64.435,34.9,108.3,2959.2046894444443,134.0,20.01508997679467
"Lakes Edge , 7916 Bradley Long Dr. , Lake Norman of Catawba , NC , 28682",35.5832605,-80.9887544,1169.4299999999998,117.4,12.908000000000001,5.7,32.3,3206.462712222222,138.4,14.619078823265216
"Let's Go Bixby , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,1201.1299999999999,101.9,12.236,7.0,41.0,3256.00221,117.9,18.044601841455197
"Magic Barboursville , 6442 US-60 , Barboursville , WV , 25504",38.4156073,-82.2972267,1187.59,138.4,31.787,20.6,62.6,3006.0232538888895,140.8,14.650855378396585
"Magic Belle , 1601 S Main St , Bellefontaine , OH , 43311",40.3369448,-83.7614212,1094.17,139.0,56.574,36.2,99.9,2955.3617833333333,143.8,20.570328392843777
"Magic Circleville , 1475 S Court St , Circleville , OH , 43113",39.5811987,-82.9522844,1169.3300000000002,136.4,38.85,25.0,84.0,2981.2492225,142.3,18.443895650872072
"Magic Defiance , 8715 OH-66 , Defiance , OH , 43512",41.316082,-84.360527,983.3399999999999,128.2,56.749,34.8,102.5,2935.853516111111,136.7,20.76481548020061
"Magic Gallipolis , 2183 Eastern Ave , Gallipolis , OH , 45631",38.8246133,-82.1703409,1187.6,136.5,34.412,22.3,66.9,2994.617622777778,137.5,14.833337525263866
"Magic LaGrange , 1100 Lafayette Pkwy , LaGrange , GA , 30241",33.0400117,-85.0065807,1355.0400000000002,128.1,1.169,0.8,21.1,3236.1216488888886,157.0,14.962384834194177
"Magic Piqua , 1292 E Ash St , Piqua , OH , 45356",40.1510683,-84.2092494,1094.5400000000002,133.7,49.588,32.5,94.2,2953.6985619444445,142.8,20.7562634179205
"Magic Portsmouth , 2311 Gallia St , Portsmouth , OH , 45662",38.7398579,-82.9706182,1124.9499999999998,133.1,31.549,20.5,67.4,2993.085112777778,133.1,14.662367018489409
"Magic Sidney , 2680 W Michigan St , Sidney , OH , 45365",40.2881962,-84.1987428,1088.09,135.2,51.576,34.3,95.5,2948.887465,141.5,20.941187663747286
"Magic Tiffin , 2161 W Market St , Tiffin , OH , 44883",41.1107066,-83.2121582,1043.3300000000002,135.8,58.22600000000001,37.3,99.2,2924.693891111111,137.2,21.88559323302642
"Magic Troy , 10 Kings Chapel Dr N , Troy , OH , 45373",40.0606203,-84.2497243,1083.3500000000001,133.1,45.80800000000001,29.9,93.1,2976.6016263888887,143.5,19.563105696534173
"Magic Van Wert , 7965 US-127 , Van Wert , OH , 45891",40.8877671,-84.5820105,1000.9200000000001,125.4,52.71,33.4,96.7,2959.1085550000003,137.4,21.648225166554386
"Magic Waverly , 865 W Emmitt Ave , Waverly , OH , 45690",39.1137223,-82.9961453,1101.25,134.2,35.833000000000006,23.0,73.4,2984.4880738888887,135.6,15.02067272999476
"Magic Wilmington , 63 Holiday Dr , Wilmington , OH , 45177",39.4509774,-83.7972179,1115.74,135.2,43.477,28.0,88.1,2984.760256388889,147.2,20.38919911670035
"McFarland , 3205 Hunter Creek Rd , Northport , AL , 35473",33.2380959,-87.5641905,1347.61,126.3,1.778,1.4,21.4,3234.3614280555553,144.1,14.285021633355791
"Mountain Edge , 200 East Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,1030.17,128.3,39.641,20.8,83.8,3128.6137958333334,160.5,16.04141807021484
"NMALA_S.WhiteSands , 905 S White Sands Blvd , Alamogordo , NM , 88310",32.8807774,-105.9597223,223.69,38.6,9.261,7.4,23.1,3872.181924722222,131.9,18.642849913915715
"OLD SUDS STOP DO NOT USE , 123 1st St , Keyport , NJ , 7735",40.4390443,-74.1975317,1246.69,127.1,56.88199999999999,18.9,69.9,3004.5386699999995,126.3,19.095240736582078
"Paradise Bay Express II , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,1358.0,139.7,0.40599999999999997,0.1,6.0,3369.8826863888885,167.0,16.352365820794972
"Quick and Clean Car Wash Niceville , 4567 E Hwy 20 , Niceville , FL , 32578",30.483296,-86.4162179,1596.5700000000002,145.4,0.014000000000000002,0.1,3.3,3400.7728719444444,168.3,20.27549794146269
"Quick and Clean DeFuniak Springs , 822 US-331 , DeFuniak Springs , FL , 32435",30.710288,-86.124813,1728.15,151.8,0.028000000000000004,0.1,6.6,3311.736278055555,171.2,14.836231679017889
"Quick and Clean John Sims , 1215 E John Sims Pkwy , Niceville , FL , 32578",30.5148286,-86.4631661,1779.1799999999998,159.0,0.014000000000000002,0.1,6.1,3391.9877102777778,169.3,16.700509843551167
"RHYNO CAR WASH , 710 W Main St , Cabot , AR , 72023",34.9763301,-92.0219985,1375.77,121.1,6.986,5.3,32.4,3182.893997777778,126.3,14.879308556029645
"Rock Island Express , 1665 Denmark Rd , Union , MO , 63084",38.4320447,-90.9671716,1223.3300000000002,120.3,30.856,18.1,69.1,3100.661711111111,123.8,15.680948274571449
"Route 3 Car Wash , 5100 Plank Rd , Fredericksburg , VA , 22407",38.2893657,-77.5505562,1122.7200000000003,122.6,27.118000000000002,11.5,57.6,3114.6959677777772,129.1,15.49724193427652
"S. Broadway Salem , 440 S Broadway , Salem , NH , 3079",42.747211,-71.2035245,1189.65,121.0,118.846,37.2,106.7,2929.4114525,119.8,17.262215959278386
"SANDUSKY CLEAN SCENE , 4307 Milan Rd , Sandusky , OH , 44870",41.416414,-82.673379,1018.9799999999999,137.8,62.587,41.7,88.7,3009.1160894444447,135.5,23.186530578636123
"SHINE LINE EXPRESS , 6009 Washington Ave , Ocean Springs , MS , 39564",30.4311841,-88.8303482,1674.78,153.0,0.252,0.2,4.3,3335.104929444444,162.3,18.990743169398904
"Take 5 Car Wash #113 , 16100 SR 54 , Odessa , FL , 33556",28.1894407,-82.6174862,1553.88,158.1,0.0,0.0,0.3,3477.674013611111,173.6,16.342201886368745
"Take 5 Car Wash #662 , 1545 Pooler Pkwy , Pooler , GA , 31322",32.0932353,-81.2735417,1315.5400000000002,139.0,0.476,0.1,7.0,3360.3602705555554,165.8,15.467593607305938
"Take 5 Car Wash #686 , 10405 County Line Rd , Spring Hill , FL , 34609",28.4342321,-82.545379,1474.1200000000003,157.4,0.0,0.0,0.9,3440.0873558333333,174.3,16.438093045886667
"Take 5 Muskogee , 2037 N 11th St W , Muskogee , OK , 74401",35.7708668,-95.3764143,1201.11,101.6,10.906,5.7,34.8,3244.0289630555553,118.5,17.69760161688749
"University Park Auto SPA , 3005 W University Blvd , Durant , OK , 74701",34.0046555,-96.4070096,1188.3899999999999,99.9,5.816999999999999,3.9,23.8,3247.197953888889,125.7,17.40058155550565
"Valley CW #1 , 126 Cole Ln , Winchester , VA , 22602",39.1862133,-78.1262533,1028.6999999999998,118.4,47.495000000000005,19.0,77.3,3085.1362319444443,126.0,15.514805075230182
"WET RHINO TRUCK WASH , 5120 N Granite Ln , Sioux Falls , SD , 57107",43.6043609,-96.7660451,751.1499999999999,91.3,81.86499999999998,40.5,140.2,3192.5433875000003,120.6,23.366457294707686
"Washington , 1410 Washington Rd , Washington , PA , 15301",40.2123212,-80.194829,1273.25,151.6,59.269000000000005,38.0,89.6,2863.0691755555554,145.4,16.05590156448836
"Winston-Salem , 5235 Beauchamp Ln , Winston-Salem , NC , 27104",36.093828,-80.3689625,1156.43,118.8,16.8,6.5,47.6,3183.577803611111,137.0,15.080917957930982
