full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,nearby_businesses_count,business_names
"CAR PRIDE AUTO SPA , 2380 Royal Windsor Dr , Mississauga , ON , L5J 1K6",43.5040052,-79.637046,Car Pride Auto Spa: Detailing & Car Wash,43.504005199999995,-79.637046,3,"Car Wash & Detailing Centre, Royal Moving & Storage Inc, Credit Valley Neuropsychology Group"
"CLASSY CHASSIE CAR WASH , 1139 Forest Ave , Portland , ME , 4103",43.6863306,-70.2922971,ScrubaDub Car Wash (Portland),43.6877615,-70.2926205,0,
"CLEAN CAR EXPRESS , 970 Washington Blvd , Pittsburgh , PA , 15206",40.4618166,-79.9054394,Mr. Magic Car Wash - East Liberty,40.461806200000005,-79.9054182,0,
"CLEARWASH AIRPORT , 1725 32 Ave NE , Calgary , AB , T2E 7C8",51.0800152,-114.0172881,Clearwash,51.0800152,-114.0172881,6,"Car, CSN Car Salon Auto Body Shop - Dent, Paint & Repair, MBI - Auto Repair Service LTD, 4J Auto Appearance Inc., Dealz on Cars, doc auto parts"
"CONRAD CAR WASH , 1284 W Sunset Blvd , St. George , UT , 84770",37.1237736,-113.6116482,Quick Quack Car Wash,37.1237546,-113.6116765,4,"EXR Liquidation Auctions, Barr's Property Management, A.W. Carter St. George, Utah, Central Business Park"
"COUGAR RIDGE , 10215 China Spring Rd , Waco , TX , 76708",31.6285436,-97.2443216,Cougar Ridge Car Wash,31.6296663,-97.2407904,0,
"CShack , 142 W Platt St , Tampa , FL , 33606",27.9413826,-82.4600827,ERROR,ERROR,ERROR,ERROR,ERROR
"Cadillac Express #3 Kuykenahl Rd , 24624 Kuykenahl Rd , Spring , TX , 77389",30.1202774,-95.5538165,Suds Deluxe Car Wash,30.120046199999997,-95.55411360000001,1,Pete's In Home Services
"Campbell , 1400 E Campbell Rd , Richardson , TX , 75081",32.974327,-96.6992065,Carnation Auto Spa,32.974404899999996,-96.69959399999999,0,
"Car Wash On 5th , 505 Cortez Rd W , Bradenton , FL , 34207",27.4620438,-82.5675029,Car Wash on 5th,27.4620438,-82.5675029,1,Blue Dolphin Car Wash
"Carmel Car Wash , 1400 E Campbell Rd , Richardson , TX , 75081",32.974327,-96.6992065,Carnation Auto Spa,32.974404899999996,-96.69959399999999,0,
"Carnation Auto Spa , 955 Davis Blvd , Southlake , TX , 76092",32.9281719,-97.1851928,Carnation Auto Spa,32.928171899999995,-97.1851928,1,Segal's Fine Cleaning
"Champion CW - Antioch , 5307 Cane Ridge Rd , Nashville , TN , 37013",36.0439726,-86.6620531,"Wash N' Roll Car Wash - Antioch, TN",36.0439577,-86.66204139999999,2,"Express Car Wash, Antioch Quarters Inn and Suites"
"Champion CW - CHARPI , 6303 Charlotte Pike , Nashville , TN , 37209",36.1454391,-86.8709412,"Wash N' Roll Car Wash - Nashville, TN (Charlotte Pike)",36.1455115,-86.8709303,4,"A-Wise Pawn Loan & Jewelry, AutoZone Auto Parts, Totally Rad Collectors Emporium, Sir Toys-A-Lot"
"Chattanooga (E Brainerd Rd) , 5972 E Brainerd Rd , Chattanooga , TN , 37421",35.0169192,-85.2062436,ModWash,35.016920999999996,-85.20620579999999,5,"Jewels In Grace, The Red Room Collective, Inspire Hair and Beauty, World Tour Market, Stronghold Coaching"
"Cherry Hill , 1507 Chapel Ave W , Cherry Hill , NJ , 8002",39.9363133,-75.0340548,ModWash,39.9363124,-75.034063,2,"Corso Equine Appraisal Service, LLC, Chapel Ave at Highland Ave"
"Colonial Car Wash , 2605 W Colonial Dr , Orlando , FL , 32804",28.5688689,-81.2752621,Colonial Super Car Wash,28.5688689,-81.27526209999999,2,"Pit Stop Hand Carwash & Auto Detailing, Smithbilt Industries Inc"
"Coraopolis , 548 Carnot Rd , Coraopolis , PA , 15108",40.5160594,-80.2206139,ModWash,40.5160324,-80.2206843,0,
"Cornelia √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Highway 441 , 365 Historic Hwy 441 , Cornelia , GA , 30531",34.4971323,-83.5374493,Baldwin Kwik-Wash,34.4975205,-83.539344,9,"Fenders, Hair At Tiffany's, Habersham Weight Loss Center, North GA Ink, Carl D. Little Jr, DC, ATM, York Kurt D DC, U-Haul Neighborhood Dealer, Valero Food Mart"
"Crew Carwash , 9705 Wicker Ave , St John , IN , 46373",41.4428894,-87.469355,Crew Carwash,41.4428894,-87.469355,0,
"DAVIS EXPRESS WASH , 5901 Davis Blvd , North Richland Hills , TX , 76180",32.8535023,-97.2136557,"Shammy's Car Wash - North Richland Hills, TX",32.853504099999995,-97.2136342,0,
"DR CAR WASH PLUS-PECAN GROVE , 1620 FM Rd 359 , Richmond , TX , 77406",29.61713,-95.7426471,Shine Time Car Wash,29.617130000000003,-95.7426471,9,"Service Time Auto Care, Shine Time Pet Wash, Shine Time Car Wash - Pecan Grove, U-Haul Neighborhood Dealer, Graviti Energy Charging Station, Dr Car Wash - Richmond TX, Elraheb Dany E DDS, cafe lotte, Jennifer M Sy, DDS"
"DR CAR WASH PLUS-WESTHEIMER , 12810 Westheimer Rd , Houston , TX , 77077",29.736784,-95.6116311,Super Shine Car Wash & Lube - Westheimer Rd,29.736703,-95.6116,3,"Graviti Charging Station, CoroRaw Fitness, Besong Auto Tires"
"Dale Shine Alton Gloor , 93 E Alton Gloor Blvd , Brownsville , TX , 78526",25.979913,-97.5150261,GO Car Wash,25.9798069,-97.51502219999999,0,
"Dale Shine Brownsville , 2912 Boca Chica Blvd , Brownsville , TX , 78521",25.9208874,-97.4769404,GO Car Wash,25.9208794,-97.4769771,1,Grease Monkey
"Dale Shine Chihuahua , 1920 Chihuahua St , Laredo , TX , 78043",27.5058922,-99.4766126,Car Wash,27.5058758,-99.4764781,6,"Chihuahua @ Urbhan, Briskets & Beer Smokehouse, GO Car Wash, Amco Insurance Nancy Enriquez, Rent A Tire, RAW Wheels & Tires"
"Dale Shine Edinburg , 105 W Trenton Rd , Edinburg , TX , 78539",26.2625597,-98.1735078,GO Car Wash,26.262553399999998,-98.17351389999999,0,
"Dale Shine Harlingen , 505 N Ed Carey Dr , Harlingen , TX , 78550",26.2055056,-97.6632672,Captain Ron's Premium Boat & Car wash,26.2050847,-97.66431659999999,0,
"Dale Shine Laredo , 1302 International Blvd , Laredo , TX , 78045",27.5876281,-99.4763832,GO Car Wash,27.5876189,-99.47639009999999,0,
"Dale Shine Laredo Hwy 83 , 4619 US-83 , Laredo , TX , 78046",27.3849776,-99.473862,ERROR,ERROR,ERROR,ERROR,ERROR
"Dale Shine McAllen u0026 10th , 3801 N 10th St , McAllen , TX , 78501",26.2373387,-98.2248652,GO Car Wash,26.2373048,-98.2249053,8,"Texas Spirit Insurance Agency, Dominguez Financial Group, LHM Employment Group, Mid Valley Hearing Technologies, CAROL HAWORTH TAX SERVICES, 3711 Executive Suites, Wakeman VA clinic, Tropical Smoothie Cafe"
"Dale Shine McAllen HWY 83 , 2301 US-83 , Laredo , TX , 78046",37.4562328,-100.8709897,ERROR,ERROR,ERROR,ERROR,ERROR
"Dale Shine Rio Grande , 4524 E US Hwy 83 , Rio Grande City , TX , 78582",26.3679977,-98.7952946,GO Car Wash,26.368014799999997,-98.7952938,1,Peter Piper Pizza
"Dale Shine San Benito , 700 W Business 77 , San Benito , TX , 78586",26.1583925,-97.6545719,ERROR,ERROR,ERROR,ERROR,ERROR
"Dale Shine Saunders , 2803 E Saunders St , Laredo , TX , 78041",27.5300286,-99.4672103,GO Car Wash,27.5301217,-99.467219,1,Tano Motors
"Davenport (Lake Wilson Rd) , 8087 Lake Wilson Rd , Davenport , FL , 33896",28.25785,-81.589877,ModWash,28.257824,-81.59003179999999,0,
"Davenport (US 27) , 49483 US-27 , Davenport , FL , 33897",28.3033096,-81.6657011,ModWash,28.303294299999997,-81.66571549999999,0,
"Diamond Auto Salon , 3090 S Military Trail , Lake Worth , FL , 33463",26.6318369,-80.1124637,Diamond Auto Salon,26.6318369,-80.11246369999999,9,"La carbonera Mexican Food, Epicurean Park & services, Little Italy Restaurant & Pizza, ZOTAMOWERS LLC, Chicken House #5, Yasmin Beauty Lounge, Lashes & Spa at 561, El Sitio Crepes & Waffles, L W Faith Insurance"
"Dix Hills Car Wash , 1232 East Jericho tpke. , Huntington , NY , 11746",40.8325033,-73.3610832,Dix Hills Car Wash,40.8325033,-73.3610832,0,
"Douglasville , 5897 Fairburn Rd , Douglasville , GA , 30134",33.7515189,-84.7269721,Blue Penguin Car Wash,33.7515279,-84.7264667,0,
"ENCINO AUTO SPA , 17661 Ventura Blvd , Los Angeles , CA , 91316",34.1626594,-118.5180016,Encino Auto Spa,34.162659399999995,-118.5180016,5,"Hand Car Wash, Mobil, ATM (Theresa's Mobil), McDonald's, White Oak / Ventura"
"EVERGREEN CAR WASH , 3501 95th St , Evergreen Park , IL , 60805",41.7202935,-87.7095047,WashU Car Wash,41.720294599999995,-87.70948829999999,3,"95th St & St. Louis Ave, Martinelli's Children's Wear, Independent Insurance IL"
"EZ Car Wash , 1862 S Garey Ave , Pomona , CA , 91766",34.0376297,-117.7488365,Quick Quack Car Wash,34.0376297,-117.7488365,1,AutoZone Auto Parts
"East Ridge , 6303 Ringgold Rd , Chattanooga , TN , 37412",34.9901274,-85.2112124,ModWash,34.9901365,-85.21166459999999,2,"East Ridge Phone’s, LibertyX Bitcoin Cashier"
"Eden , 104 E Harris Pl , Eden , NC , 27288",36.4863194,-79.7388286,ModWash,36.4862764,-79.7388055,0,
"El Car Wash- 021 , 2250 N NOB HILL ROAD , SUNRISE , FL , 33322",26.1518398,-80.282107,El Car Wash- Sunrise,26.151839799999998,-80.282107,1,7-Eleven
"Erie , 4234 Buffalo Rd , Erie , PA , 16510",42.1452943,-80.005931,ModWash,42.1453858,-80.0061402,1,Wendy's
"Eugene Oil , 2815 Roosevelt Blvd , Eugene , OR , 97402",44.0640468,-123.1387721,Soapy Cove Car Wash,44.0640468,-123.138772,4,"GONZALEZ AUTO SALES LLC, Arco ampm, AM/PM, N/S of Roosevelt W of Hwy99"
"Evolution Car Wash , 1665 NV-88 , Minden , NV , 89423",38.9587747,-119.7777729,Evolution Car Wash,38.9587747,-119.77777289999997,1,Sierra Express Car Wash
"Extreme Clean Auto Wash , 24925 US-72 , Athens , AL , 35613",34.7671155,-86.8829191,"Wash N' Roll Car Wash - Athens, AL",34.7668122,-86.882772,0,
"FHCWu0026D , 2016 W Foothill Blvd , Upland , CA , 91786",34.1061969,-117.6908062,Foothill Car Wash And Detail,34.106145,-117.6907888,6,"Shades of Glass Window Tinting, J and A Coffee Bar & Dessert, Foothill Quicky Smog, Frontline Finish Collision Center, Phantom Collision Repair, Kramers Masonry"
"FL0209 North Lauderdale S State Rd 7 , 1250 N State Rd 7 , North Lauderdale , FL , 33068",26.235324,-80.2046987,bp,26.2388819,-80.2044598,5,"Orion, ATM, Marathon Gas, Brazilian Mechanics - Mecânica Brasileira, US 441 & Northwest 9th St"
"FL0210 Fort Lauderdale W Sunrise Blvd , 1075 W Sunrise Blvd , Fort Lauderdale , FL , 33311",38.0,-70.0,ERROR,ERROR,ERROR,ERROR,ERROR
"FL0211 Homestead S. Dixie Hwy , 33513 S Dixie Hwy , Homestead , FL , 33034",25.45618,-80.4744618,LUV Car Wash,25.4562051,-80.4747999,0,
"FL0212 Weebers Crossing , 5064 Weebers Crossing Dr , Jacksonville , FL , 32246",30.254715,-81.537201,LUV Car Wash,30.253534699999996,-81.5376584,0,
"FL0213 Atlantic Beach , 835 Atlantic Blvd , Atlantic Beach , FL , 32233",30.3249512,-81.4103422,LUV Car Wash,30.324914200000002,-81.41034090000001,2,"Fla Juice & Bowl, Panera Bread"
"FL0214 Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",30.1027697,-81.7048645,LUV Car Wash,30.102800300000002,-81.7047195,0,
"FL0215 Kernan , 11901 Atlantic Blvd , Jacksonville , FL , 32225",30.3236924,-81.4951474,ERROR,ERROR,ERROR,ERROR,ERROR
"FL0216 San Jose , 9826 San Jose Blvd , Jacksonville , FL , 32257",30.1993973,-81.6204269,LUV Car Wash,30.199435100000002,-81.6204224,2,"amist allergy, Jesus Munoz, MHT"
"FXN , 1606 N College Ave , Fort Collins , CO , 80524",40.6084985,-105.0750952,Cobblestone Car Wash,40.6084916,-105.0751037,1,Subway
"FXS , 3500 S Timberline Rd , Fort Collins , CO , 80525",40.539518,-105.0386416,Cobblestone Car Wash,40.5395003,-105.03872969999999,0,
"Fast and Friendly Maricopa II , 42020 W Maricopa-Casa Grande Hwy , Maricopa , AZ , 85138",33.0394599,-112.0187546,Fast & Friendly Express Car Wash,33.0394599,-112.0187546,0,
"Five Star Ramsey , 3505 Ramsey St , Fayetteville , NC , 28311",35.107247,-78.8793595,Car Wash Technology,35.1072554,-78.8793539,1,Whistle Express Car Wash
"Five Star Skibo , 2106 Skibo Rd , Fayetteville , NC , 28314",35.0525105,-78.9742054,Whistle Express Car Wash,35.0522686,-78.97444229999999,3,"Horton Amy M, Native Angels Total Property Management, LLC, Storm X Change"
"Five Star Wendover , 3608 W Wendover Ave , Greensboro , NC , 27407",36.0607663,-79.8694795,Whistle Express Car Wash,36.060738799999996,-79.86956409999999,3,"Speedway, ATM (Wilco Hess), LibertyX Bitcoin ATM"
"FoamWorks Fayetteville , 1512 GA-85 , Fayetteville , GA , 30214",33.4872303,-84.4341295,FoamWorks Auto Spa of Fayetteville,33.4872303,-84.4341295,0,
"FoamWorks Stockbridge , 3520 GA-138 , Stockbridge , GA , 30281",33.5490249,-84.2738085,FoamWorks Auto Spa of Stockbridge,33.5490249,-84.2738085,0,
"Full Throttle Car Wash , 51 Craft Dr , Alamosa , CO , 81101",37.4765837,-105.8945442,Champion Xpress Carwash,37.4765318,-105.8944942,0,
"GA0107 Cartersville Joe Frank Harris Pkwy , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,LUV Car Wash,34.2069129,-84.81629939999999,9,"Rocket Wash, Ashley Dawn Corey, DO, Elicia Kimsey, Douglas A. Coran, M.D., Sherri L. Barton, M.D., Kristen Hood, FNP-C, Dr. Ronald D. Simon, DO, Carlos M. Garcia, MD, Atrium Health Floyd Primary Care Cartersville"
"GA0108 Summerville N. Commerce St. , 10805 Commerce St , Summerville , GA , 30747",34.4939387,-85.3369413,Gyro Car Wash,34.4918525,-85.3393585,0,
"GERRINGS CAR WASH , 1405 Wayzata Blvd , Wayzata , MN , 55391",44.9719607,-93.4953703,Crew Carwash,44.9716209,-93.49534949999999,5,"Security Bank & Trust Co., Live Green Live Smart Builders, Joes Management, Atm, Wayzata Blvd & Holiday Station"
"GO Car Wash , 12520 Frederick St , Moreno Valley , CA , 92553",33.9389565,-117.2609291,GO Car Wash,33.938956499999996,-117.26092909999998,4,"7-Eleven, Little Caesars Pizza, Amazon Locker - Intense, Western Union"
"GO Car Wash- 412 Rock Port , 2200 Rock Port Dr , Harrisonburg , VA , 22801",38.4050476,-78.8677602,GO Car Wash,38.405047599999996,-78.86776019999999,1,Taco Bell
"GO Car Wash- 413 Market , 2335 E Market St , Harrisonburg , VA , 22801",38.4210548,-78.8382949,GO Car Wash,38.4210548,-78.8382949,1,PrimePaws Insurance VA
"Gaffney , 1521 W Floyd Baker Blvd , Gaffney , SC , 29341",35.0895526,-81.6636002,ModWash,35.0895393,-81.6635857,0,
"Gamebird Pahrump Circle K , 2980 E Gamebird Rd , Pahrump , NV , 89048",36.1610202,-116.0403976,ERROR,ERROR,ERROR,ERROR,ERROR
"Glasshouse Autospa , 1275 N Military Trl , West Palm Beach , FL , 33409",26.6911025,-80.1123056,D&M Car Wash and Detailing,26.6942015,-80.1119381,9,"Mr.Grill Churrasqueria, italo foodtruck WPB, Fusion BBQ, Porkys tacos, Byte Federal Bitcoin ATM (Amoco), Amoco, Minutas, El churrascaso grill, El Super Taco Truck"
"Go Car Wash , 5812 McPherson Rd , Laredo , TX , 78041",27.5542762,-99.4808274,GO Car Wash,27.554276200000004,-99.4808274,7,"VIP Beauty Salon & Barber Shop, Nya Nails studio, KG NAILS, Taller, TriSMART Solar, Secur-It, OE Studio + Design / Construction"
"Goldsboro , 2928 US Hwy 70 W , Goldsboro , NC , 27530",35.4300102,-78.0650079,ModWash,35.429899299999995,-78.0651067,2,"Ria Money Transfer - Walmart, TNT Fireworks"
"Greensboro √É¬¢√¢‚Äö¬¨√¢‚Ç¨≈ì Lake Oconee , 6135 Lake Oconee Pkwy , Greensboro , GA , 30642",33.4603366,-83.2422227,Tidal Wave Auto Spa | Car Wash,33.4609015,-83.2420971,0,
"Griffin , 1475 N Expy , Griffin , GA , 30223",33.2738126,-84.2918398,Blue Penguin Car Wash,33.2738091,-84.2918572,2,"higi, United Bank"
"H2O Express Car Wash , 4809 FM 1463 , Katy , TX , 77494",29.7226041,-95.8455758,Rocket Carwash,29.722607,-95.84571729999999,4,"H2o Car Wash, Texas Bay Credit Union ATM, Texas Bay Credit Union, 3S Learning Center"
"Hanover , 341 Eisenhower Dr , Hanover , PA , 17331",39.8245447,-76.9868409,ModWash,39.8245552,-76.9868527,0,
"Hermitage , 2945 E State St , Hermitage , PA , 16148",41.2338113,-80.4553806,ModWash,41.2337889,-80.4554301,5,"Always In Blossom, Hotrods Sub Shop, Nubridge Development, Chapin Upholstery, NuChoice Home Care"
"Hero CarWash , 101 Continental Dr , Lewisville , TX , 75067",33.0165732,-96.9937975,Quick Quack Car Wash,33.0164128,-96.9938323,1,Waffle House
"Heroes Car Wash , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,Zips Car Wash,35.6656979,-78.8438856,0,
"HiTech SP , Gonzalez Giusti No. 11 , Guaynabo , nan , 968",18.4056806,-66.1055555,HiTech Auto Care,18.4056806,-66.1055555,8,"Dra Ilsa J Andujar Matos, USIC Group, CGF Insurance, INLINGUA School of Languages, Welli Wellness & Biohacking Clinic, Palette America Gelato Gourmet, Essèntium Group, Dra. Yadira Vázquez García"
"Hixson (Lakesite) , 8609 Hixson Pike , Lakesite , TN , 37343",35.2015434,-85.1578198,ModWash,35.2016172,-85.15821489999999,0,
"Hixson (New Country Dr) , 5084 New Country Dr , Chattanooga , TN , 37343",35.1214646,-85.2392852,ModWash,35.1214736,-85.2392905,2,"Life Storage, Extra Space Storage"
"Hixson (TN-153) , 5532 TN-153 , Chattanooga , TN , 37343",35.145861,-85.2486019,ModWash,35.145845,-85.24860489999999,1,Advance Auto Parts
"Hurricane Bay Express , 1330 East John Rowan Blvd , Bardstown , KY , 40004",37.8258187,-85.4543691,Thoroughbred Express Auto Wash,37.825322,-85.4535733,0,
"Hydro Express Wash , 3088 Hennepin Dr , Joliet , IL , 60431",41.5726477,-88.1574489,Hydro Express Car Wash and Detail Center,41.5726477,-88.15744889999999,0,
"ISLAND AUTO WASH ON 61ST , 2712 61st St , Galveston , TX , 77551",29.2731633,-94.8291389,Endless Clean Car Wash,29.2731633,-94.82913889999999,9,"Katie's Express Car Wash, Paris Nails, North Star Hospice LLC, The Galveston Mailroom, Massage Experience LLC., UPS Authorized Shipping Outlet, Chad Duchon D.C., Galveston Physical Medicine, Galveston Physical Medicine"
"Infinity Hand Carwash , 101 Bell St , Preston , VIC , 3072",-37.7476571,145.0227268,Infinity Carwash and Cafe Preston,-37.7476571,145.0227268,7,"Ozzie Kebabs, Delhi Rocks Express, Pide, Pie Face Preston, Localcoin Bitcoin ATM - United Petroleum Preston South, United Petroleum Preston South (Pie Face), Hungry Jack's Burgers Bell Street"
"Jets Car Wash and Detail , 2501 W Sample Rd , Pompano Beach , FL , 33073",26.2749959,-80.1565957,Jets car wash,26.2749518,-80.15684499999999,9,"Knight Auto Spa, Intoxalock Ignition Interlock, Jiffy Lube, 5 Star Car Title Loans, Leonardi Auto Performance & Repair, Performance Plus Motorsports, Bitstop Bitcoin ATM, Exxon, Just Digital Coin Bitcoin ATM - Pompano Beach"
"KC Lodi , 75 US-46 , Lodi , NJ , 7644",40.8811837,-74.0805043,Lodi Hand Wash and Mobil 1 Lube Express,40.8812225,-74.0805536,3,"MainLine Lodi Towing, Us-46 at Money St, PALADINO PAVING & CONCRETE INC"
"KLEEN MACHINE , 890 N Courtenay Pkwy , Merritt Island , FL , 32953",28.3726608,-80.6998594,ERROR,ERROR,ERROR,ERROR,ERROR
"Kent , 1788 E Main St. , Kent , OH , 44240",41.1543395,-81.3293408,ModWash,41.154494,-81.3293012,0,
"Kissimmee , 4389 W Vine St , Kissimmee , FL , 34746",28.3047934,-81.4566447,ModWash,28.304785799999998,-81.45664649999999,0,
"Koziol Car Wash , 5410 W Belmont Ave , Chicago , IL , 60641",41.9388649,-87.7621552,Koziol Car Wash,41.9388649,-87.7621552,9,"New Soft Cloth Wash, Polnet Communication, Take 5 Oil Change, 30th Ward Aldermanic Office, Ruth Cruz, Cam Studios Chicago, Crecer Business Incubator, ParkChicago #320115, Marchwiak Simon DDS, ParkChicago #320101"
"Lakes Edge , 7916 Bradley Long Dr. , Lake Norman of Catawba , NC , 28682",35.5832605,-80.9887544,Lakes Edge Express Wash,35.5832605,-80.98875439999999,0,
"Landshark Express Wash u0026 Detail , 8917 Lower Sonoma Lane , Fort Worth , TX , 76177",32.8996451,-97.3304188,WhiteWater Express Car Wash,32.8996451,-97.33041879999999,0,
"Laurens , 902 E Main St , Laurens , SC , 29360",34.492562,-81.984229,ModWash,34.4928767,-81.9841482,2,"Taco Bell, MISSES"
"Lavelland , 513 TX-114 , Levelland , TX , 79336",33.5944735,-102.3586701,Grime Scene Car Wash Levelland,33.5944716,-102.3586622,0,
"Letu0027s Go Bixby , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,Okie Express Auto Wash,35.9453485,-95.88626359999999,1,AT&T Store
"Letu0027s Go Broken Arrow , 801 S Elm Pl , Broken Arrow , OK , 74012",36.0453721,-95.7967217,Okie Express Auto Wash,36.0454156,-95.7968358,0,
"Letu0027s Go Car Wash 4 , 15025 S Memorial Dr , Bixby , OK , 74008",35.9453430605934,-95.8863834618877,Okie Express Auto Wash,35.9453485,-95.88626359999999,1,AT&T Store
"Letu0027s Go Jenks , 408 S Elm St , Jenks , OK , 74037",36.0188778,-95.9764073,Okie Express Auto Wash,36.0188768,-95.9762961,0,
"Letu0027s Go Miami , 1001 N Main St , Miami , OK , 74354",36.8745146,-94.8774554,"Working Hands Car Wash/Ice House, LLC",36.8705838,-94.877915,0,
"Letu0027s Go Rogers , 6417 Rogers Ave , Fort Smith , AR , 72903",35.3585742,-94.3615914,Take 5 Car Wash,35.358612,-94.3611526,0,
"Letu0027s Go Shawnee , 3962 Kickapoo St , Shawnee , OK , 74801",35.3227908,-96.9298747,ERROR,ERROR,ERROR,ERROR,ERROR
"Lexington , 150 Lowes Blvd , Lexington , NC , 27292",35.7917361,-80.2596623,ModWash,35.7917275,-80.2596464,0,
"Living Water - Aurora , 857 S. Havana St. , Aurora , CO , 80012",39.7018026,-104.8667017,Cobblestone Car Wash,39.701802699999995,-104.86651219999999,3,"Exxon, Bitcoin Depot - Bitcoin ATM, T SQUARE"
"Living Water - Belmar , 130 S Wadsworth Blvd , Lakewood , CO , 80226",39.7136824,-105.081119,Cobblestone Car Wash,39.7136481,-105.0811323,0,
"Living Water - County Line , 5651 County Line Pl , Highlands Ranch , CO , 80126",39.5653205,-104.9227102,Cobblestone Car Wash,39.56536,-104.9227102,1,ATM
"Living Water - East Littleton , 6875 S. Broadway , Littleton , CO , 80122",39.591993,-104.9889829,Cobblestone Car Wash,39.5919822,-104.98884330000001,0,
"Living Water - Littleton , 6646 S. Wadsworth Blvd. , Littleton , CO , 80123",39.5963512,-105.0905153,Cobblestone Car Wash,39.59638330000001,-105.09065009999999,1,Advance Auto Parts
"Living Water - Thornton , 725 E. 144th Ave. , Thornton , CO , 80023",39.9581289,-104.9778882,Cobblestone Car Wash,39.958113499999996,-104.97787100000001,1,Taco Bell
"Lonestar Suds Express Car Wash , 1807 U.S. Hwy 190 , Copperas , TX , 76522",31.095238,-97.9412,ERROR,ERROR,ERROR,ERROR,ERROR
"Loves Express II Car Wash , 3535 Lakeland Highlands Rd , Lakeland , FL , 33803",28.0002712,-81.9249564,Love Express Car Wash,27.998383999999998,-81.92436839999999,1,Waters Car Wash
"MAGIC TOUCH CAR WASH , 1308 SC-9 Bypass West , Lancaster , SC , 29720",34.7335472,-80.8016128,Magic Touch Car Wash,34.7335472,-80.8016128,5,"Waffle House, B & J Granite Sales, Abbott James R, Red Rose Dentistry, Brunson Alexis"
"MALL CAR WASH , 6701 Essington Ave , Philadelphia , PA , 19153",39.913592,-75.2226548,Pacifico Mall Car Wash,39.9129629,-75.2240142,0,
"MIAMI CARWASH u0026 DET CENTER , 387 Springbank Dr , London , ON , N6J 1G7",42.9693155,-81.2824872,"Miami Car Wash & Detailing Center, 24 hr Touchless Automatic",42.9693155,-81.28248719999999,0,
"MR KLEAN CAR WASH , 6510 E 71st St , Tulsa , OK , 74133",36.060413,-95.9036037,Launch Car Wash,36.060605699999996,-95.90357189999999,3,"(7333) 71st St & Sheridan Rd EB, E 71St St S&S Sheridan Rd, Cool Fogg"
"MR SPEEDY CAR WASH , 3601 E Hwy 377 , Granbury , TX , 76049",32.4534788,-97.7332192,Zips Car Wash,32.4530798,-97.732877,0,
"MR. K CAR WASH , 601 S Wall St , Calhoun , GA , 30701",34.4911249,-84.9485883,Country Blues Car Wash,34.4910138,-84.94845130000002,1,Church of God
"Magic Barboursville , 6442 US-60 , Barboursville , WV , 25504",38.4156073,-82.2972267,Take 5 Car Wash,38.41560140000001,-82.29724519999999,7,"Necco Foster Care and Counseling, Giovanni's Pizza, Cabell Huntington Hospital Support Services, Huntington Bank ATM (Drive-Up), Moses Volkswagen Parts Department, Huntington School of Beauty Culture, Sportsmens Gun and Pawn"
"Magic Belle , 1601 S Main St , Bellefontaine , OH , 43311",40.3369448,-83.7614212,Take 5 Car Wash,40.336954299999995,-83.761389,1,Chipotle Mexican Grill
"Magic Circleville , 1475 S Court St , Circleville , OH , 43113",39.5811987,-82.9522844,Take 5 Car Wash,39.5811924,-82.9522715,1,Jimmy John's
"Magic Defiance , 8715 OH-66 , Defiance , OH , 43512",41.316082,-84.360527,Take 5 Car Wash,41.316082,-84.36052699999999,0,
"Magic Gallipolis , 2183 Eastern Ave , Gallipolis , OH , 45631",38.8246133,-82.1703409,Take 5 Car Wash,38.824613299999996,-82.1703409,1,King Kutter II
"Magic Huntington , 2616 5th Ave , Huntington , WV , 25702",38.425914,-82.408267,Take 5 Car Wash,38.425914000000006,-82.408267,1,Peoples Bank
"Magic LaGrange , 1100 Lafayette Pkwy , LaGrange , GA , 30241",33.0400117,-85.0065807,Take 5 Car Wash,33.0399862,-85.0067431,1,Troup County Park Maintenance
"Magic Piqua , 1292 E Ash St , Piqua , OH , 45356",40.1510683,-84.2092494,Take 5 Car Wash,40.151108199999996,-84.20924939999999,1,Pro 5
"Magic Portsmouth , 2311 Gallia St , Portsmouth , OH , 45662",38.7398579,-82.9706182,Take 5 Car Wash,38.739831699999996,-82.9706594,0,
"Magic Sidney , 2680 W Michigan St , Sidney , OH , 45365",40.2881962,-84.1987428,Take 5 Car Wash,40.2881698,-84.1987316,0,
"Magic Tiffin , 2161 W Market St , Tiffin , OH , 44883",41.1107066,-83.2121582,Take 5 Car Wash,41.1110115,-83.2116928,2,"7 Brew Coffee, AT&T Store"
"Magic Troy , 10 Kings Chapel Dr N , Troy , OH , 45373",40.0606203,-84.2497243,Take 5 Car Wash,40.0606203,-84.2497243,2,"Trojan Auto Care, Wright-Patt Credit Union"
"Magic Van Wert , 7965 US-127 , Van Wert , OH , 45891",40.8877671,-84.5820105,Take 5 Car Wash,40.8877613,-84.58218749999999,0,
