full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,rating,rating_count,business_status,monday_operational_hours,tuesday_operational_hours,wednesday_operational_hours,thursday_operational_hours,friday_operational_hours,saturday_operational_hours,sunday_operational_hours
"Smittyu0027s Car Wash Kerrville , 301 Sidney Baker St , Kerrville , TX , 78028",30.0424562,-99.1448947,Smitty’s Car Wash,30.042448500000003,-99.1449018,4.7,229,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Smittyu0027s Car Wash Lindale , 13776 US Hwy 69 N , Tyler , TX , 75706",32.4668192,-95.3857957,Smitty's Car Wash,32.4668196,-95.3857955,4.5,203,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Smittyu0027s Car Wash Lufkin , 1808 S First St , Lufkin , TX , 75901",31.3147004,-94.7281932,Smitty's Car Wash,31.3147025,-94.7280863,4.6,221,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Smittyu0027s Car Wash Marshall , 1500 E End Blvd N , Marshall , TX , 75672",32.5568335,-94.3493365,Smitty's Car Wash,32.556833499999996,-94.34933649999999,4.8,179,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Smittyu0027s Car Wash Princeton , 400 E Princeton Dr , Princeton , TX , 75407",33.1746057,-96.4854304,Smitty’s Car Wash,33.1744049,-96.4950832,4.7,383,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Snap Clean , 110 N Elm Street , Ennis , TX , 75119",32.3327117,-96.619208,Snap Clean Car Wash,32.3327117,-96.619208,4.1,343,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,11:00 AM – 6:00 PM
"Snap Clean Kiest , 1010 W Kiest Blvd , Dallas , TX , 75224",32.7052633,-96.8396643,Snap Clean Carwash,32.7053375,-96.83975980000001,4.2,321,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,11:00 AM – 6:00 PM
"Snappy Car Wash , 5501 Six Mile Commercial Court , Fort Myers , FL , 33912",26.5287406,-81.866561,Snappy Car Wash,26.5287406,-81.86656099999999,4.3,263,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Snappy Cicero , 3150 S Cicero Ave , Cicero , IL , 60804",41.8351211,-87.7440913,Snappy Car Wash,41.8351211,-87.7440913,3.2,15,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"Snappy Kedzie Express Car Wash , 3549 S Kedzie Ave , Chicago , IL , 60632",41.8283277,-87.704428,Snappy Car Wash,41.8283348,-87.70404049999999,4.4,149,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Snappy Winkler , 4510 Winkler Ave , Fort Myers , FL , 33913",26.6082153,-81.8207338,Snappy Car Wash,26.6082532,-81.8206886,4.3,119,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Soak City Car Wash , 116 Jane St , Berea , KY , 40403",37.56632,-84.3109343,Soak City Car Wash,37.566320000000005,-84.31093430000001,4.5,130,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Soak Craigieburn , 420-440 Craigieburn rd , craigieburn , VIC , 3064",-37.5932044,144.9088643,SOAK,-37.5932044,144.9088643,4.2,108,OPERATIONAL,8:30 AM – 7:30 PM,8:30 AM – 7:30 PM,8:30 AM – 7:30 PM,8:30 AM – 7:30 PM,8:30 AM – 7:30 PM,8:30 AM – 7:30 PM,9:00 AM – 7:00 PM
"Soap My Ride , 3156 Nashville Rd , Bowling Green , KY , 42101",36.9484488,-86.4771737,Soap My Ride Car Wash,36.9484488,-86.4771737,4.2,406,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM
"Soapatopia Car Wash , 6930 S. 73rd Street , Lincoln , NE , 68516",40.741756,-96.6203651,Soapatopia Car Wash,40.741755999999995,-96.6203651,4.5,75,OPERATIONAL,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM,7:00 AM – 9:00 PM
"Soapy Ju0027s , 626 Norh 12 Street , Middlesboro , KY , 40965",36.6144347,-83.7027468,Soapy J's Express Car Wash,36.6144283,-83.70305069999999,4.3,218,OPERATIONAL,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,8:30 AM – 7:00 PM,10:00 AM – 6:00 PM
"Soapy Nobles 219 S Westfield St Ag , 219 S Westfield St , Agawam , MA , 1030",42.0599321,-72.6756952,Soapy Noble,42.0599321,-72.67569519999999,4.8,103,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 6:00 PM
"Soapy Nobles 76 N Rd East Windsor CT , 76 N Rd , East Windsor , CT , 6088",41.9319611,-72.5918196,Soapy Noble,41.9322465,-72.5907051,4.5,52,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 6:00 PM
"Soapy Saddle Norco , 3198 Hamner Ave , Norco , CA , 92860",33.9275932,-117.5590515,Soapy Saddles Car Wash,33.9275932,-117.5590515,4.4,57,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Soapy Samu0027s , 15046 IN-23 , Granger , IN , 46530",41.7324112,-86.15926,Soapy Sam's Car Wash,41.732457,-86.15926429999999,3.7,133,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Soapy Shark Lake Worth , 5301 S State Rd 7 , Lake Worth , FL , 33449",26.601981,-80.2065086,Soapy Shark Car Wash,26.601981,-80.20650859999999,4.5,205,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Soapy Shark Okeechobee , 2200 Okeechobee Blvd , West Palm Beach , FL , 33409",26.7060312,-80.0851498,Soapy Shark Car Wash,26.706031199999998,-80.0851498,4.6,291,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Soggy Dog CW , 714 Ritter Dr , Glen Morgan , WV , 25813",37.7497066,-81.1410774,Soggy Dog Car Wash,37.749706599999996,-81.1410774,3.9,87,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM
"Solar City , 1210 Pioneer Rd , Mesquite , TX , 75149",32.7515293,-96.583091,Solar City Car Wash,32.7515293,-96.583091,4.7,537,OPERATIONAL,7:30 AM – 7:30 PM,8:00 AM – 7:30 PM,8:00 AM – 7:30 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,8:30 AM – 7:30 PM
"Sonic Suds Five Forks , 2836 Woodruff Rd , Simpsonville , SC , 29681",34.8064838,-82.2217784,Premium EXPRESS CAR WASH,34.8064961,-82.22175109999999,N/A,N/A,OPERATIONAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sonic Suds Greenville , 2426 Laurens Rd , Greenville , SC , 29607",34.8281762,-82.3473609,Sonic Suds Express Car Wash,34.8281762,-82.3473609,4.7,616,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 8:00 PM
"Sonic Suds Simpsonville , 703 SE Main St , Simpsonville , SC , 29681",34.7219085,-82.252667,Sonic Suds Express Car Wash,34.7219085,-82.25266700000002,4.7,296,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,10:00 AM – 8:00 PM
"Sonnyu0027s Car Wash , 30A Main St , Winthrop , MA , 2152",42.3827713,-70.9932171,Robert Wyatt Enterprises Inc,42.3827445,-70.9928961,4.8,5,CLOSED_TEMPORARILY,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Sonnyu0027s Car Wash , 801 Wadsworth Blvd , Lakewood , CO , 80214",39.7289834,-105.0821615,Cobblestone Car Wash,39.7289834,-105.0821615,4.5,55,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM
"Sonoran Express CW #2 , 1523 E Southern Ave , Phoenix , AZ , 85042",33.392314,-112.0484403,Sonoran Express Car Wash,33.3923038,-112.04843810000001,4.1,28,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"Sonoran Express CW , 16843 N 43rd Ave , Phoenix , AZ , 85053",33.6384163,-112.1511425,Sonoran Express Car Wash,33.638416299999996,-112.15114249999999,4.2,476,OPERATIONAL,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM,7:00 AM – 7:00 PM
"South Deland , 1810 S Woodland Blvd , DeLand , FL , 32720",28.9965731,-81.3032381,LUV Car Wash,28.996500299999997,-81.3032085,4.6,1549,OPERATIONAL,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM,8:00 AM – 8:00 PM
"Southaven , 1101 Church Rd W , Southaven , MS , 38671",34.9330158,-90.0089691,Century Express Carwash - Southaven,34.933147399999996,-90.0092391,4.8,231,OPERATIONAL,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM,7:30 AM – 8:00 PM
"Sparkyu0027s , 451 E University Blvd , McKinney , TX , 75071",33.2106359,-96.610672,Sparky's Car Wash McKinney,33.2106837,-96.610779,4.5,228,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:30 AM – 6:00 PM
"Spectacular 1830 , 1830 E. Hwy 80 , Somerset , KY , 42503",37.1011409,-84.5898025,Spectacular Carwash,37.1011281,-84.5897844,N/A,N/A,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Spectacular 1990 , 1990 Oak Hill Road , Somerset , KY , 42503",37.0579482,-84.6462024,Spectacular Carwash,37.0579581,-84.646206,N/A,N/A,OPERATIONAL,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM,6:00 AM – 11:00 PM
"Spectacular 954 , 954 US-27 , Somerset , KY , 42501",36.9524362,-84.5786258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Speedy Peteu0027s Car Wash , 1205 Maxwell Blvd , Ruston , LA , 71270",32.541285,-92.633638,Speedy Pete's Car Wash,32.5412415,-92.63310480000001,3.3,38,OPERATIONAL,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,7:00 AM – 8:00 PM,8:00 AM – 7:00 PM
"Splash And Dash Atlantic City , 44 N Albany Ave , Atlantic City , NJ , 8401",39.3680947,-74.4737235,Atlantic City Car Wash,39.358230299999995,-74.4608659,4.2,235,OPERATIONAL,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours
"Splash Auto Wash , 5330 Wyoming ST , Detroit , MI , 48210",42.3295633,-83.1563111,Splash Auto Wash,42.3295633,-83.1563111,4.1,333,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 6:00 PM
"Splash Brothers Wolfforth , 716 Donald Preston Dr , Wolfforth , TX , 79382",33.52042,-102.0038528,Splash Bros Xpress Car Wash,33.52042,-102.00385279999999,4.7,149,OPERATIONAL,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,8:00 AM – 7:00 PM,10:00 AM – 6:00 PM
"Splash Car Wash , 905 Abbott St , Salinas , CA , 93901",36.658371,-121.63672,Splash Carwash,36.658370999999995,-121.63672,3.8,228,OPERATIONAL,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 4:00 PM
"Splash Dunlawton Ave , 901 Dunlawton Ave , Port Orange , FL , 32127",29.1299469,-81.0037301,Splash Car Wash,29.129946900000004,-81.0037301,4.4,1080,OPERATIONAL,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,8:00 AM – 6:00 PM,9:00 AM – 6:00 PM
"Splash Herbert St , 956 Herbert St , Port Orange , FL , 32129",29.1378772,-81.0097334,Splash Express Car Wash,29.1378661,-81.0097655,4.7,695,OPERATIONAL,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM,7:30 AM – 7:30 PM
