full_site_address,Latitude,Longitude,new_latitude,new_longitude,carwash_name_in_image,manualClassification,classification,justification,
"Bustleton Car Wash , 9915 Bustleton Ave , Philadelphia , PA , 19115",40.0977999,-75.0301515,40.0975284,-75.0299759,Moyka,,Corner,"The car wash 'Moyka' is situated at the intersection of two major roads, Busleton Ave and Norwalk Rd, which clearly meet at a corner. The lot has direct road access on Busleton Ave, and the adjacent roads are visibly wide and well-marked. These features align with the criteria of a Corner Lot.",
"CHAGRIN AUTO SPA , 8327 E Washington St , Chagrin Falls , OH , 44023",41.4140899,-81.344812,41.4140899,-81.344812,Chagrin Auto Spa,,Corner,"The Chagrin Auto Spa is located at the intersection of two main roads, Washington St. and Park Cir Dr. The images show that these roads visibly meet near the lot and form a corner. Additionally, the lot has access from one of the roads. The features and layout confirm its classification as a Corner Lot.",
"CLOSTER CAR WASH , 11 Endres St , Closter , NJ , 7624",40.9741385,-73.9592113,40.9741385,-73.9592113,Closter Car Wash,,Corner,"The Closter Car Wash is situated at the intersection of Endres Street and Ruckman Road, which qualifies it as a Corner Lot according to the criteria. The location clearly has access from two roads forming a visible corner and is adjacent to these interconnected roads visible in the satellite images. Furthermore, the roads appear to be substantial, supporting the Corner Lot classification.",
"COLORADO AUTO WASH , 12110 W 64th Ave , Arvada , CO , 80004",39.8124217,-105.1342812,39.8124217,-105.1342812,Colorado Auto Wash,,Corner,"The 'Colorado Auto Wash' location is situated near the intersection of W 64th Ave and another visible road. At least two roads meet near the lot, creating a visible corner structure. The lot has access points from W 64th Ave which is a main road, and some features indicate this is a major intersection. Consequently, this location classifies as a 'Corner Lot'.",
"Cabot - Willie Ray Dr , 210 Willie Ray Dr , Cabot , AR , 72023",34.9816958,-92.0354003,34.9816958,-92.0354003,Splash Car Wash,,Corner,"The provided images show that Splash Car Wash is located at the intersection of two roads: Willie Ray Dr and another connecting road visible in the images. This satisfies the criteria for a Corner Lot, as the location is positioned at the junction of two major roads, which are wide and have clear markings. There are also access points from these roads directly into the car wash area, confirming the corner lot classification.",
"Cadillac Express  Bingle Rd , 2005 Bingle Rd , Houston , TX , 77055",29.8086798,-95.5012896,29.8086798,-95.5012896,Cadillac Express,,Corner,"The Cadillac Express car wash is located adjacent to the intersection of Ridgepoint Dr and Bingle Rd. Bingle Rd is a major road with visible lane markings and sidewalk features. The car wash lot is accessed from Bingle Rd and is positioned on the corner formed by Ridgepoint Dr intersecting it. This location fits the criteria for a Corner Lot based on the definition provided, as the lot is directly at the intersection of two significant roads and has access points visible from the images.",
"Cadillac Express  Post Oak Rd , 12940 S Post Oak Rd , Houston , TX , 77045",29.6390261,-95.4639596,29.6390261,-95.4639596,Cadillac Express Carwash S Post Oak,,Corner,"The Cadillac Express Carwash S Post Oak is situated on a location that has access to two intersecting streets: S Post Oak Rd and another road leading to adjacent properties. This makes it a corner lot as per the criteria provided, as it is located near the corner of the intersection and has access views from multiple roads.",
"Cadillac Express 249 , 13450 Tomball Pkwy , Houston , TX , 77086",29.9174222,-95.4888017,29.9174222,-95.4888209,Cadillac Dog wash,,Corner,"The Cadillac Express Car Wash is positioned at an area where two major roads meet, forming a visible corner. The lot has access from multiple directions, including one major road and an adjoining smaller access point. These features align with the Corner Lot classification criteria.",
"Cadillac Express Cullen , 9520 Cullen Blvd , Houston , TX , 77051",29.6532748,-95.3559518,29.6532748,-95.3559518,Cadillac Express Carwash Cullen blvd,,Corner,"The car wash, Cadillac Express Carwash Cullen Blvd, is situated at the intersection of Cullen Blvd and Wenda St. Both roads are main roads with visible lane markings and signage, meeting the criteria for a Corner Lot. The car wash is accessible from Cullen Blvd, and its location at the corner formed by the intersection clearly categorizes it as a Corner Lot.",
"Cadillac Express Little York , 235 E Little York Rd , Houston , TX , 77076",29.8701351,-95.3957859,29.8701351,-95.3957859,Cadillac Express Car Wash Little York rd.,,Corner,"The car wash is situated at the intersection of E Little York Rd and Gracia St, meeting the criteria for a corner lot. The images show that the property has visible access from E Little York Rd and Gracia St, forming a corner. Furthermore, E Little York Rd is a major road with multiple lanes, underlining its significance. This confirms the classification as a corner lot.",
"Cajun Clean , 2240 Denny Ave , Pascagoula , MS , 39567",30.3703765,-88.5403641,30.3705226,-88.540394,Cajun Clean Express Car Wash,,Corner,"The 'Cajun Clean Express Car Wash' is situated at the intersection of Denny Ave and Victor St. These roads are clearly visible and wide, with lane markings and signs that denote their importance. The car wash's lot lies adjacent to the corner formed by these streets, providing accessibility from both streets. Therefore, the location qualifies as a Corner Lot as per the provided criteria.",
"Cajun Clean Gautier , 2235 US-90 , Gautier , MS , 39553",30.3903613,-88.6456867,30.3903613,-88.6456867,Cajun Clean Express,,Corner,"From the provided images, the car wash 'Cajun Clean Express' is situated at the intersection of Ladnier Road and Highway 90. Both roads are clearly major roads as evidenced by lane markings and their width. Additionally, Service Road runs adjacent to the car wash connecting Ladnier Road and Highway 90, further affirming its corner lot placement.",
"Calhoun , 460 Hwy 53 , Calhoun , GA , 30701",34.4761289,-84.9279642,34.4760852,-84.9279351,Dirty Dog's Car Wash Calhoun,,Inside,"The provided satellite images show 'Dirty Dog's Car Wash Calhoun' located within a commercial area bounded by other properties. It has frontage along one main road, but there does not appear to be an adjacent intersection of two major roads forming a corner. The lot is surrounded by other establishments and does not exhibit features of a corner lot as outlined by the criteria.",
"Caliber  Snellville , 3445 Centerville Hwy , Snellville , GA , 30039",33.8057888,-84.0438812,33.8057888,-84.0438812,Caliber Car Wash,,Corner,"The car wash, 'Caliber Car Wash', is located at the intersection of two major roads, Scenic Hwy S and another road leading towards Murphy USA and Hibachi Express. The satellite images confirm that the car wash lot visually forms a corner, with access from at least two sides from the roads. These roads are wide and indicate significant traffic flow, qualifying this location as a Corner Lot.",
"Caliber - Smyrna , 1047 Windy Hill Rd SE , Smyrna , GA , 30080",33.8947479,-84.522937,33.8947479,-84.522937,Caliber Car Wash,,Corner,"The 'Caliber Car Wash' is located adjacent to the intersection of Windy Hill Rd SE and Belmont Cir SE, clearly showcasing that it meets the criteria for a Corner Lot. It has access points aligned with the surrounding main roads. Despite its layout being slightly inward, visibility and access from two sides establish its classification as a corner lot.",
"Caliber Fort Walton Beach - Eglin , 162 Eglin Pkwy NE , Fort Walton Beach , FL , 32548",30.420582,-86.610182,30.420582,-86.610182,Caliber Car Wash,,Corner,"The provided satellite images show that the Caliber Car Wash is situated at the intersection of Eglin Parkway NE (a major road) and Kelly Ave NE. It is adjacent to these intersecting roads, satisfying the condition of being a corner lot as per the criteria outlined. The surrounding roads are clearly visible and show characteristics of being major, with lane markings and active traffic flow.",
"Caliber Inverness , 2001 Hwy 44 W , Inverness , FL , 34453",28.83717,-82.3558067,28.8371747,-82.3558179,Caliber Car Wash,,Inside,"The car wash location, 'Caliber Car Wash', appears to be an Inside Lot. It's situated adjacent to Highway 44, and while there is a road (Richards Road) nearby, the car wash does not occupy a corner location at the intersection. The lot accesses only one main road, Highway 44, and doesn't exhibit clear access on multiple streets that would define a Corner Lot. Additionally, the satellite images don't indicate corner access or prominent intersection features.",
"Canon City , 3110 E Main St , Canon City , CO , 81212",38.4465114,-105.1920275,38.4461936,-105.1920013,Champion Xpress Carwash,,Corner,"The 'Champion Xpress Carwash' is located at the intersection of two prominent roads, E Main St and Steinmeier Ave. There is clear evidence of a corner as these roads visibly meet to form an intersection adjacent to the lot, fulfilling the requirements of a Corner Lot criterion. The lot also seems to have access from these roads, with no obstruction to road view or markings indicating its position.",
"Canton Auto Wash , 45425 Michigan Ave , Canton , MI , 48188",42.2709544,-83.4855644,42.2709544,-83.4855644,Canton Auto Wash,,Corner,"The images show that Canton Auto Wash is located near the convergence of two roads, forming a visible corner, with access on two opposing sides of the lot. Additionally, this is further supported by the adjacency to major roads and visibility of the intersection.",
"Capitol Car Wash , 3125 Airport Rd , Pierre , SD , 57501",44.3818768,-100.3122439,44.3818768,-100.3122439,Capitol Car Wash,,Corner,"The 'Capitol Car Wash' is located at the intersection of two roads, giving it a Corner Lot classification. The images clearly show road access from both Airport Road and another adjacent road forming a corner, adhering to the definition of a Corner Lot.",
"Car Wash Cafe , 3050 N University Dr , Sunrise , FL , 33322",26.16378,-80.256261,26.16378,-80.256261,Wash and Wax Pros - Sunrise,,Corner,"The car wash 'Wash and Wax Pros - Sunrise' is situated at the intersection of two roads: North University Drive (a major road shown with lane markings and signs) and Sunrise Lakes Drive North. The lot aligns with the definition of a Corner Lot, as it is adjacent to two connecting roads forming a clear corner, with visible access from at least one side via driveways.",
"Car Wash Palace , 4600 Coral Ridge Drive , Coral Springs , FL , 33067",26.2879905,-80.2832717,26.2879905,-80.2832717,Car Wash Palace,,Inside,"The Car Wash Palace is located in a mid-block position and is surrounded by other businesses. It is accessible from Wiles Rd mainly, and it is not directly adjacent to the intersection of Wiles Rd and Coral Ridge Dr. Although it is relatively close to a major intersection, the location itself does not qualify as a corner lot under the given criteria, as it does not have direct adjacency to two intersecting major roads.",
"Carisma Car Wash , 2407 W Dickinson Blvd , Fort Stockton , TX , 79735",30.8937579,-102.9062363,30.8937579,-102.9062363,Carisma Car Wash,,Corner,"The car wash 'Carisma Car Wash' appears to be located at the intersection of Mulberry St and W Dickinson Blvd, meeting the criteria for a Corner Lot. There are clearly two major roads intersecting near the lot. Additionally, the imagery shows road access and wide streets adjacent to the car wash, fulfilling the visual criteria for a Corner Lot classification.",
"Carl's Wash , 1538 Sam's Cir , Chesapeake , VA , 23320",36.7780402,-76.2326628,36.7780402,-76.2326628,,,Corner,"Based on the provided satellite images, the car wash location is situated at the intersection of Crossways Blvd and Jarman Rd. It clearly meets the criteria for a Corner Lot, as it is adjacent to two major roads that form a visible intersection corner. The lot is accessible from both roads, fulfilling the accessibility criterion for a Corner Lot.",
"Carmel Car Wash 2 , 5780 Eldorado Pkwy , Frisco , TX , 75034",33.1755783,-96.835992,33.1755783,-96.835992,Carmel Car Wash,,Corner,"The Carmel Car Wash is located at the intersection of Eldorado Pkwy, Woodsboro Way, and Rudia Rd. It is clearly adjacent to the corner where these roads meet, and multiple sides of the lot provide visible access to these main roads. The lot's layout and positioning adhere to the definition of a corner lot, as it is situated visibly adjacent to road intersections with access criteria fulfilled.",
"Carmel Car Wash 3 , 2003 S Goliad St , Rockwall , TX , 75087",32.9118499,-96.4511337,32.9118499,-96.4511337,Carmel Car Wash,,Corner,"The car wash, labeled 'Carmel Car Wash', is situated adjacent to two significant roads: South Goliad Street (205) and another connecting road leading into the area where the Rockwall Veterinary Hospital is located. This placement forms a visible corner because the lot is clearly influenced by the intersection of these roads, satisfying the corner lot criteria of being located at the intersection of two notable roads. Moreover, the characteristics of South Goliad Street and the associated roads indicate they are major, affirming the lot type as Corner.",
"Carmel Car Wash 4 , 9115 Garland Rd , Dallas , TX , 75218",32.829392,-96.7083676,32.829392,-96.7083676,Carmel Car Wash,,Corner,"The car wash 'Carmel Car Wash' is situated at the intersection of Gaston Pkwy and Garland Rd, two prominent roads. There is clear visibility of the lot being adjacent to this intersection, and both roads provide access points to the car wash. Additionally, the structure and layout clearly conform to the criteria of a corner lot.",
"Carmel Mtn Ranch , 11030 Rancho Carmel Dr , San Diego , CA , 92128",32.9771906,-117.0832388,32.9771833,-117.0832394,Chevron,,Corner,"The Chevron car wash location is situated at an intersection where two roads, Rancho Carmel Dr and an adjacent interior road, meet at a corner. The proximity to intersection features like visible road connections and its position near two roads supports the classification as a Corner Lot.",
"Carriage Wash , 3510 W Cactus Road , Phoenix , AZ , 85029",33.596976,-112.134693,33.5969539,-112.1346964,Rinse My Ride Car Wash,,Corner,"The images reveal that the car wash, named 'Rinse My Ride Car Wash', is located adjacent to an intersection of two major roads: 'W Cactus Rd' and 'N 35th Ave'. The lot is accessible from both roads and forms a visible corner at the intersection, conforming to the definition of a corner lot.",
"Carroll Clean Owings Mills , 11260 Dolfield Blvd , Owings Mills , MD , 21117",39.4234521,-76.8069044,39.4231073,-76.8074765,Carroll Clean Car Wash,,Corner,"Based on the provided satellite images, the car wash at 'Carroll Clean Car Wash' is located at the intersection of two major roads: Dolfield Blvd and Camp Rd. This forms a clear corner lot as two roads visibly meet adjacent to the property. Moreover, the lot shows accessibility from these roads. The roads are wide with markings, confirming their significance as non-residential roads. Thus, the classification as a 'Corner Lot' is justified.",
"Cartersville , 1330 Joe Frank Harris Pkwy SE , Cartersville , GA , 30120",34.2071766,-84.8163398,34.2069129,-84.8162994,LUV Car Wash,,Corner,"The LUV Car Wash is located at the corner of Clubview Drive SE and Thornwood Drive, both of which are clearly visible and meet at an intersection. Additionally, the setup of the car wash lot is oriented to utilize access from both Clubview Drive SE and Thornwood Drive, supporting the corner lot classification. Road access to the lot is visible on both streets, and the roads conform to the criteria of being significant roads with markings and infrastructure wide enough to not be classified as narrow residential lanes.",
"Cartersville , 9 Hillview Ave NE , Cartersville , GA , 30121",34.2065892,-84.8002252,34.2065582,-84.8001403,Mach-1 Express Wash of Cartersville,,Corner,"The Mach-1 Express Wash of Cartersville is located at the intersection of Hillpoint Street and Hillview Avenue SE. Both these roads are visible as major routes, and their intersection forms a corner around the car wash lot, clearly satisfying the criteria for a Corner Lot. The car wash has access points from both roads making it accessible from multiple directions. The surroundings confirm it is adjacent to a corner formed by these two significant roads.",
"Caruso's Car Care , 49567 Hayes Rd , Shelby Township , MI , 48315",42.6607964,-82.9751466,42.6607361,-82.975107,Caruso's Car Wash,,Corner,"The satellite images of 'Caruso's Car Wash' clearly show that the location is situated at the intersection of Technology Dr and Hayes Rd, fulfilling the criteria for a Corner Lot. These are visibly major roads with lane markings and sidewalks. The property is accessible from Technology Dr, and proximity to Hayes Rd further supports the corner classification. The lot meets at a visible corner formed by the two roads, confirming its categorization as a Corner Lot.",
"Castaway Car Wash , 1686 S 8th St , Fernandina Beach , FL , 32034",30.6479175,-81.4592685,30.6479175,-81.4592685,Castaway Car Wash,,Inside,"The Castaway Car Wash is situated between other properties and accessed from a single road, The Buccaneer Trail (also labeled as 200). There are no visible intersections of major roads adjacent to the lot, which characterizes it as an Inside Lot according to the criteria provided.",
"Cedar Hill , 619 E Belt Line Rd , Cedar Hill , TX , 75104",32.592469,-96.9329821,32.592469,-96.9329821,,,Corner,"The provided images show the car wash is situated at the intersection of Showcase Dr and N Cannady Dr. These roads visibly connect at a corner adjacent to the lot, forming an intersection. This adheres to the definition of a Corner Lot as the lot is accessible from these roads and is not situated mid-block. The images at different zoom levels confirm this classification.",
"Cedar Place , 1398 S Wadsworth Blvd , Lakewood , CO , 80232",39.6917543,-105.081269,39.691743,-105.081264,Car Wash Express by Autowash,,Corner,"The provided satellite images clearly show that 'Car Wash Express by Autowash' is situated at the intersection of two major roads: S Wadsworth Blvd and W Arkansas Ave. Both roads are visibly wide and have features of main streets, such as lane markings and traffic flows. The lot is accessible from these roads, and the configuration implies it is at a corner formed by their intersection. Thus, it satisfies the criteria for being a Corner Lot.",
"Cedar Town , 1559 Rome Hwy , Cedartown , GA , 30125",34.045311,-85.2369717,34.045311,-85.2369717,Mach-1 Express Wash Cedartown,,Corner,"The car wash location matches the criteria for being a Corner Lot, as it is positioned at the intersection of two major roads, visible in the satellite images. The roads form a clear corner adjacent to the lot, and the lot has access from one or more of these roads. This satisfies the definition of a Corner Lot.",
"Chamblee , 2764 Chamblee Tucker Rd , Atlanta , GA , 30341",33.8813367,-84.275331,33.8814184,-84.275415,Caliber Car Wash,,Inside,The car wash is positioned along Chamblee Tucker Rd and does not reside at an intersection or a corner where two major roads meet. The images clearly show it mid-block without any direct adjacency to intersections defining a corner lot.,
"Champion - Old Hickory , 1432 Robinson Rd , Old Hickory , TN , 37138",36.2568948,-86.6562578,36.2564805,-86.6556315,Champion Car Wash,,Corner,"The Champion Car Wash is located at the intersection of Robinson Rd and Martingale Dr, as evidenced by the proximity of the lot to these two major roads visible in the images. Both roads can be seen meeting adjacent to the lot, forming a corner characteristic of a corner lot type. Additionally, the area shows active accessibility to the car wash both from Robinson Rd and Martingale Dr, supporting the classification as a Corner Lot.",
"Champion CW - HENDER , 1159 W Main St , Hendersonville , TN , 37075",36.3085083,-86.6632137,36.3085292,-86.6632088,Advanced Autowash II,,Corner,"The car wash labeled as 'Advanced Autowash II' is clearly located adjacent to the intersection of highway 31E and Mont Haven Parkway. This intersection establishes it as a corner lot since two main roads meet nearby and form a visible corner. The lot is accessible from the road on at least one side, and the road markings confirm that these are major roads. The classification corresponds with the definition provided for a Corner Lot.",
"Champion CW - PLVIEW , 101 Ren Mar Dr , Pleasant View , TN , 37146",36.397869,-87.030783,36.3978829,-87.03081,Champion Car Wash,,Corner,"The car wash, Champion Car Wash, is located adjacent to the intersection of two main roads: road 49 and Ren Mar Ct Dr. The lot is accessible from Ren Mar Ct Dr and is positioned such that multiple sides face these main roads. The layout and surrounding roadways clearly indicate a corner location. This fits the definition of a Corner Lot as at least two major roads meet near the lot, forming a visible corner.",
"Champion Car Wash , 930 Old US Hwy 1 , Southern Pines , NC , 28387",35.1677913,-79.4033042,35.1677913,-79.4033042,Champion Car Wash & Detail Shop,,Corner,"Champion Car Wash & Detail Shop is located at the intersection of S Bennett St and Old US Hwy 1, meeting the criteria for a Corner Lot. Two relatively significant roads border the lot clearly forming a visible corner. Furthermore, the lot has access from both main roads, and the roads show major features such as lane markings and intersections visible at the site.",
"Champions CW , 20118 Stone Oak Parkway , San Antonio , TX , 78258",29.6260576,-98.4953595,29.6260576,-98.4953595,Car Wash,,Corner,"The car wash is situated near the intersection of two main roads, Stone Oak Pkwy and a perpendicular road. Its lot borders both roads, and the intersection of these roads creates a visible corner near the lot. Additionally, the layout of access points suggests connectivity to both roads.",
"Champs Car Wash , 775 N Mustang Rd , Tuttle , OK , 73089",35.3019905,-97.7245565,35.3019905,-97.7245565,Champs Car Wash,,Corner,"Based on the images provided, 'Champs Car Wash' is located at the intersection of two roads, N Mustang Rd and Hollow Brook Dr. The lot is clearly accessible from N Mustang Rd and situated at a corner where these two roads meet, forming a visible intersection. The features match the criteria for a Corner Lot as there are two major roads meeting adjacent to the property, and the car wash has access likely from the corner created by this intersection.",
"Chemical Guys Car Wash , 21003 Bloomfield Ave , Lakewood , CA , 90715",33.8383024,-118.0637524,33.8383024,-118.0637524,Chemical Guys Car Wash,,Corner,"The Chemical Guys Car Wash is located at the intersection of Centralia Street and Bloomfield Avenue, which are major roads with visible lane markings and traffic features. It has access from Bloomfield Avenue and is situated right at the visible corner formed by the intersection, meeting the criteria for a corner lot according to the provided definitions.",
"Chestnut St , 4601 Chestnut St , Philadelphia , PA , 19139",39.9574264,-75.2134759,39.9569264,-75.213616,Car Wash Auto Detailing,,Corner,"The provided images show the 'Car Wash Auto Detailing' located prominently at the intersection of two main roads, '46th Street' and 'Sansom Street'. The satellite imagery displays the lot being adjacent to both roads, forming a visible corner and providing direct access from Sansom Street. Traffic lanes and crosswalks are visible around the intersection, reinforcing the roads' significance as major streets. This adheres to the criteria for the location to be considered a Corner Lot.",
"Chickering Road N. Andover , 564 Chickering Rd , North Andover , MA , 1845",42.6962801,-71.1195356,42.6962402,-71.1196093,Haffner's Gentle Touch,,Corner,"The car wash 'Haffner's Gentle Touch' is located adjacent to the intersection of Chickering Road (likely a main road with visible lane markings and crossing features) and Pleasant Street. The property has accessibility and proximity to both roads forming a corner, thus classifying it as a Corner Lot.",
"Clarksville , 1606 Haynes St , Clarksville , TN , 37043",36.515143,-87.315686,36.515048,-87.315696,Whitecap Car Wash,,Corner,"The 'Whitecap Car Wash' location is adjacent to the intersection of Haynes Street and Hwy 41, indicating it is on a corner lot. The lot has clear access from a major road (Haynes Street) and is visually situated near the intersection, fulfilling the criteria for a corner lot.",
"Classic Auto Wash , 289 N Comrie Ave , Johnstown , NY , 12095",43.0191956,-74.3623202,43.0191956,-74.3623202,Classic Auto Wash,,Inside,"The car wash, Classic Auto Wash, is located between other properties with access only from one main road (N Comrie Ave). No visible intersections or corners formed by two major roads are adjacent to the lot. There are parking lots and other buildings around it, defining it as an Inside Lot.",
"Classic Touch Car Wash , 2758 Reynolda Rd , Winston-Salem , NC , 27106",36.1419993,-80.2981219,36.1419993,-80.2981219,Classic Touch Express Car Wash,,Corner,"The car wash 'Classic Touch Express Car Wash' is located at an intersection of two major roads, as shown by roads labeled Fairlawn Dr. and Reynolda Rd. It has adjacent road access on two sides, forming a visible corner structure. Lane markings and clear road connections confirm major road intersections.",
"ClassicCarWashRI.com , 1125 Cranston St , Cranston , RI , 2920",41.7957252,-71.4497418,41.7957252,-71.4497418,Classic Car Wash,,Inside,"The car wash 'Classic Car Wash' is located mid-block along Cranston St and does not directly sit on a corner intersection of two main roads. Although Seneca St appears close to the location, the car wash's lot does not form a visible corner with road access on two roads. Access seems restricted to Cranston St alone.",
"Classie Express Wash , 510 E Broadway , Louisville , KY , 40202",38.2447418,-85.7450025,38.2447418,-85.7450025,Classie Express Car Wash,,Corner,"The satellite images show that the 'Classie Express Car Wash' is adjacent to the intersection of two major roads, potentially Highway 150 and another street. This intersection forms a visible corner near the lot, and the roads appear sufficiently wide with markings indicating their importance. Therefore, the location qualifies as a Corner Lot according to the defined criteria.",
"Clean Car Wash , 3975 N Federal Hwy , Boca Raton , FL , 33431",26.3856757,-80.0769684,26.3854594,-80.0768808,Clean Car Express,,Corner,"Clean Car Express is located at the intersection of NE Spanish River Blvd and a major road labeled US 1. The satellite images clearly show the lot being adjacent to the corner where these roads meet. There is direct access from the primary road and visibility of the lot from both NE Spanish River Blvd and US 1. Given these aspects, it satisfies the criteria for being a Corner Lot.",
"Clean N Shine , 535 W Arapaho Rd , Richardson , TX , 75080",32.9626502,-96.7375946,32.9626764,-96.7376139,Vibe Car Wash,,Corner,"The Vibe Car Wash is adjacent to where Hampshire Ln meets W Arapaho Rd, forming a visible intersection. The lot is accessible from both roads, and the roads appear to be major (visible lane markings and traffic flow are present). This meets the criteria for a Corner Lot classification.",
"Clean Wave Express Carwash , 11031 Los Alamitos Blvd , Los Alamitos , CA , 90720",33.8026037,-118.0723499,33.8026037,-118.0723499,CleanWave,,Corner,"The car wash 'CleanWave' is located at the intersection of two major roads, Los Alamitos Blvd and Katella Ave. The satellite images show these roads clearly meeting at a corner adjacent to the lot. The lot is accessible from these roads and has visible access points. The roads are wide and show lane markings, further confirming their significance as major roads.",
"Clean Wheels , 3919 Cheyenne Street , Cheyenne , WY , 82001",41.1469765,-104.7615591,41.1469765,-104.7615591,Clean Wheels Car Wash,,Corner,"The satellite images show that the 'Clean Wheels Car Wash' is located adjacent to an intersection where Cheyenne St and N College Dr meet. These are identifiable as main roads due to their width and the visible lane markings. The car wash has road access from both sides, further confirming its location on the corner of the intersection.",
"ClearWater - Burleson , 279 NW John Jones Dr , Burleson , TX , 76028",32.523754,-97.3526833,32.523754,-97.3526833,ClearWater Express Wash,,Corner,"The provided satellite images show that 'ClearWater Express Wash' is situated at an intersection where Greenridge Dr curves and connects with another road. This setup forms a visible corner lot characteristic. The main roads surrounding the location clearly meet adjacent to the car wash, fulfilling the criteria for a Corner Lot.",
"ClearWater - Cleburne , 809 W Henderson St , Cleburne , TX , 76033",32.3440449,-97.3974471,32.3440472,-97.3973385,ClearWater Express Car Wash,,Corner,"ClearWater Express Car Wash is located at the intersection of S Holloway St and W Chambers St, which are visibly major roads. The lot is accessible from both streets, forming a corner and adhering to the criteria for a Corner Lot.",
"ClearWater - Conroe , 610 N Loop 336 W , Conroe , TX , 77301",30.3370818,-95.4653668,30.3370818,-95.4653668,ClearWater Express Wash,,Inside,"Analyzing the provided satellite images, the ClearWater Express Wash is situated in a position where it is along a single main road, with its boundaries surrounded by other commercial properties on either side. There is no evidence of a significant intersection or corner where two main roads meet adjacent to the property, hence it fits the criteria of an inside lot.",
"ClearWater - Conroe 105 , 14667 Hwy 105 West , Montgomery , TX , 77356",30.3539021,-95.5851161,30.3539021,-95.5851161,ClearWater Express Wash,,Corner,"The car wash 'ClearWater Express Wash' is located adjacent to an intersection of two roads meeting at a visible corner. The satellite images show access from multiple sides, and one of the roads is clearly a major road (labeled as '105'). This configuration matches the criteria for a Corner Lot.",
"ClearWater - Cypress , 14248 Spring Cypress Rd , Cypress , TX , 77429",30.0018656,-95.6393511,30.0018656,-95.6393511,ClearWater Express Wash,,Corner,"The 'ClearWater Express Wash' location is at the intersection of Spring Cypress Rd and Cypress Meadow Dr. Two main roads visibly connect at the corner of the lot, making it accessible from multiple sides. Additionally, these roads are sufficiently wide and show typical characteristics of main roads. Therefore, the car wash is conclusively a Corner Lot.",
"ClearWater - Houston 249 , 6421 West Rd , Houston , TX , 77086",29.9123294,-95.4837309,29.9123294,-95.4837309,ClearWater Express Wash,,Corner,"The ClearWater Express Wash is located at the junction of West Rd and a smaller access road, which connects multiple parking lots and other establishments. The car wash's property clearly interfaces with both roads at a corner-like arrangement, making it qualify as a Corner Lot. This observation is consistent across all zoom levels, showing access from multiple sides and adjacency to road intersections.",
"ClearWater - Katy , 902 Katy Fort Bend Rd , Katy , TX , 77494",29.7874829,-95.8011505,29.7874829,-95.8011505,ClearWater Express Wash,,Corner,"Based on the provided satellite images, the 'ClearWater Express Wash' is situated at the corner where two main roads intersect (Katy Fort Bend Road visible in the images). The car wash building is located adjacent to the intersection, with apparent road access on multiple sides. This conforms to the definition of a Corner Lot as outlined in the criteria.",
"ClearWater - Magnolia , 14206 Farm to Market Rd 1488 , Magnolia , TX , 77354",30.2243894,-95.68431,30.2243894,-95.68431,ClearWater Express Wash,,Corner,"The car wash named 'ClearWater Express Wash' is located at the intersection of two notable roads, which form a corner near its property. The satellite images display a visibly structured corner location where the lot is surrounded by multiple roads, making it accessible on at least two sides. This clear corner alignment adheres to the criteria for a 'Corner Lot' classification.",
"ClearWater - McKinney , 5271 W University Dr , McKinney , TX , 75071",33.2177834,-96.6833838,33.2177834,-96.6833838,ClearWater Express Wash,,Corner,"The 'ClearWater Express Wash' location is situated adjacent to an intersection of two roads, Route 380 and a smaller road which leads into the local access. Despite having direct access from only one side, the visible position of the lot near the intersection and connectivity to main roads qualify it as a Corner Lot according to the criteria described.",
"ClearWater - Tamina , 7424 Farm to Market Rd 1488 , Magnolia , TX , 77354",30.2213547,-95.5821994,30.2213547,-95.5821994,ClearWater Express Wash,,Inside,"The provided images of ClearWater Express Wash show that the car wash is located along a main road labeled '1488', but it is not situated at a visible intersection with another main road. The lot is positioned mid-block, without a corner formed by two roads adjacent to the property. Additionally, there is no indication of another connecting major road near the car wash that would classify it as a Corner Lot.",
"ClearWater - Terrell , 250 Crossroads Pkwy , Terrell , TX , 75160",32.7175697,-96.3216903,32.7176938,-96.3212209,ClearWater Express Car Wash,,Corner,"The 'ClearWater Express Car Wash' is located at the intersection of 'Crossroads Pkwy' and 'Market Center Dr', which are both major roads. The location forms a visible corner and the lot is accessible from the adjacent roads. This aligns with the criteria defining a Corner Lot.",
"ClearWater - Westgreen , 1225 Westgreen Blvd , Katy , TX , 77450",29.7865672,-95.7361874,29.7865672,-95.7361874,ClearWater Express Wash,,Corner,"ClearWater Express Wash is located at the intersection of N Westgreen Blvd and Julie Marie Ln, which qualifies it as a Corner Lot. The lot has access from multiple sides, and the roads meeting at the intersection are visibly main roads with lane markings and significant traffic flow features.",
"ClearWater - Willis East , 111 Holland St , Willis , TX , 77378",30.4229852,-95.4861172,30.4229852,-95.4861172,ClearWater Express Wash,,Corner,"In the images provided, the ClearWater Express Wash is observed to be situated at the intersection of Kennedy St and W Montgomery St. This meets the definition of a corner lot as two main roads are connecting visibly forming a corner adjacent to the property. Furthermore, access to the lot can be seen directly from these roads, and the lot aligns with the criteria for a corner lot based on its position relative to the surrounding streets.",
