folderName,fileName,model response,model Identification
,ChIJ87Qwl0UpTIYRL1GKiQlviM4.png,"Yes, the image shows a long, rectangular structure in the center which appears to be a car wash tunnel.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Alpine Car Wash
Phynix Car wash",
Alton_Town_Center__5200_Donald_Ross_Rd__Palm_Beach_Gardens__FL__33418,,,
Amaranth__200_W_Amaranth_Ln__Lincoln__NE__68523,ChIJvybCvMGVlocRGOc9lmmWm3w.png,"Yes, the satellite image shows a long, rectangular building with apparent entry and exit points, characteristic of a tunnel wash facility.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Soapatopia Car Wash",
American_Pride_Garner__1421_US-70__Garner__NC__27529,ChIJQdQbun1frIkRd4Iys5zPXJw.png,"No, there is no visible car wash tunnel facility in this image. The businesses labeled on the building are not a tunnel car wash, and no structure resembling a car wash tunnel is present.",No
,ChIJYyDlZhBhrIkR7WoOqOxXi8U.png,"No,",No
,ChIJxy7LXGVfrIkReDhQSTYtiGs.png,"No,",No
,matching_results.txt,"Total competitors found in CSV: 2

Competitors found in CSV:
American Pride Xpress Car Wash
Autobell Car Wash

Competitors not found in CSV:
Liberato’s Hand carwash
Men At Work Car Care
Prime Time Mobile Detailing",
American_Pride_Glenwood__6450_Glenwood_Ave__Raleigh__NC__27612,ChIJ4YKW0P_2rIkRCWJTgX7VD-s.png,"Yes, the image shows a long, rectangular building consistent with a tunnel wash facility.",Yes
,ChIJHwwQTQT3rIkR4xMZklTP4t0.png,"No, based on the image and the label ""Hand Car Wash"", it appears to be a facility where cars are washed manually, not through an automated tunnel wash system. The building visible is the structure associated with the hand car wash operations.",No
,ChIJP5d_QAL3rIkRo22-py-Btc4.png,"No,",No
,matching_results.txt,"Total competitors found in CSV: 1

Competitors found in CSV:
American Pride Xpress Carwash

Competitors not found in CSV:
Sparkling Clean Car Wash
bp
Hand Car Wash",
American_Pride_Newbern__3810_New_Bern_Ave__Raleigh__NC__27610,ChIJJd52Pa5erIkR5siMLz4DArI.png,"Yes, there is a tunnel wash facility. The large rectangular structure with the white grid roof next to the Exxon gas pumps appears to be a tunnel car wash.",Yes
,ChIJP7H17AhfrIkRziLHc8gDUvU.png,"No,",No
,matching_results.txt,"Total competitors found in CSV: 2

Competitors found in CSV:
American Pride Car Wash
American Pride Xpress Carwash

Competitors not found in CSV:
Robles Car Wash
Terrific Performance Kustoms Detail Tint Tires",
American_Pride_Six_Forks__8909_Six_Forks_Rd__Raleigh__NC__27615,ChIJ5T47hjFXrIkR5CBxlWaleCI.png,"No, there is no visible tunnel wash facility in the satellite image.",No
,matching_results.txt,"Total competitors found in CSV: 1

Competitors found in CSV:
American Pride Xpress Carwash

Competitors not found in CSV:
Wavyluxe",
American_Pride_Smithfield__1203_N_Brightleaf_Blvd__Smithfield__NC__27577,ChIJYYtwiJxyrIkRcwBNwOZ-iyI.png,"Yes, the satellite image shows a rectangular building labeled ""Sun Auto Wash"" with vehicles lined up and potentially inside, consistent with a tunnel wash facility. There appears to be a drive-through path through the building.",Yes
,matching_results.txt,"Total competitors found in CSV: 1

Competitors found in CSV:
American Pride Xpress Car Wash

Competitors not found in CSV:
Sun Auto Wash",
Annau0027s_Car_Wash__2332_Legacy_Circle__Elizabeth__CO__80107,ChIJJ3aiesDBbIcRbGFCyhqsByU.png,"Yes, based on the satellite image, there appears to be a long, rectangular structure that cars drive through, which is characteristic of a tunnel wash facility. The layout shows a clear entry path leading into the building and an exit path.",Yes
,ChIJXZozi7XBbIcRAFJMwQxxp0Q.png,"Yes, the image shows a rectangular building labeled ""CAR WASH"" which appears to be a drive-through structure, consistent with a tunnel wash facility.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Anna's Car and Dog Wash
CAR WASH",
Apple_Wu0026L__22355_Bellaire_Blvd__Richmond__TX__77407,ChIJ58iyZ9ohQYYR_erVopL2-8k.png,"No, there is no visible tunnel wash facility at the location marked ""Orca Splash Car Wash"" in the provided satellite image. The pin indicating the car wash location appears to be in an open grassy area without any structures resembling a car wash tunnel.",No
,ChIJA-Jr4ksgQYYRBayWVNrsS3I.png,"Yes, the image shows a long, rectangular building in the center which appears to be a tunnel wash facility.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Apple Car Wash & Lube Center
Orca Splash Car Wash",
Aqua_Blue_Duluth__1097_Duluth_Hwy__Lawrenceville__GA__30043,ChIJSdReYLm99YgRw_iylBlORL4.png,"Yes, this car wash facility appears to have a tunnel wash, which is the long, blue-roofed structure visible in the image.",Yes
,ChIJbwthC9u_9YgRnUkH5nFNZ70.png,"No, based on the provided satellite image, there is no discernible structure that appears to be a tunnel wash facility. The image shows some rectangular structures in the parking area, but they do not resemble a car wash tunnel with clear entry and exit points for vehicles.",No
,matching_results.txt,"Total competitors found in CSV: 1

Competitors found in CSV:
Mr. Clean Car Wash

Competitors not found in CSV:
Aqua Blue Car Wash
Carwash Services of the Southeast",
Aqua_Blue__85_Peachtree_Industrial_Blvd__Sugar_Hill__GA__30518,ChIJTVvuJ_aX9YgRGzZWTySqqgk.png,"Yes, the image shows a long, rectangular building with cars entering one end and exiting the other, which is characteristic of a tunnel wash facility.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Aqua Blue Car Wash",
Aqua_Breeze_Car_Wash__150_E_Felton_Rd__Cartersville__GA__30120,ChIJHQAolGhP9YgRwzHsGhcORkY.png,"Yes, the satellite image shows a long, rectangular building labeled ""Aqua Breeze Car Wash"" which appears to be a tunnel wash facility with clear entry and exit points for vehicles.",Yes
,ChIJd9F-LRJP9YgR2oeA6EQXa5E.png,"Yes, the satellite image shows a long, rectangular building with clear entry and exit points, indicating a tunnel car wash facility.",Yes
,ChIJga-X3r5P9YgR4UInM83fJr8.png,"Yes, the long rectangular building is consistent with a tunnel wash facility designed for cars to drive through.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Aqua Breeze Car Wash
Cartersville Carwash
Mach-1 Express Wash of Cartersville",
Aqua_Bubble_Car_Wash__5860_Bethelview_Rd__Cumming__GA__30040,ChIJA6hxJsGd9YgR2if0ZIFREo8.png,"Yes, there appears to be a long, rectangular structure visible in the satellite image that matches the description of a tunnel wash facility.",Yes
,ChIJFUUUt2Cb9YgRg6d6_McVFHU.png,"Yes, the image shows a car wash facility that appears to contain a tunnel wash, identifiable by the long main building with a visible entry point (with queuing area) and exit path for vehicles to drive through.",Yes
,ChIJVVPX-G-b9YgR2MvcLKZGssc.png,"No, the image does not show a tunnel wash facility. The structures present appear to be associated with a hand car wash or potentially individual wash bays, not a continuous drive-through tunnel.",No
,ChIJVVUZYWab9YgRFrxMGvJ7GKI.png,"Yes, the car wash facility shown in the image appears to have a tunnel wash. The long, rectangular building with apparent entry and exit points is characteristic of a tunnel car wash operation.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Aqua Bubble Car Wash
Eco Car Wash
Olé Hand Car Wash
ETH Transport & Detail",
Arco_Wash__4433_Lancaster_Dr_NE__Salem__OR__97305,ChIJAQBsM9_9v1QRC03tf7MfSVQ.png,"Yes, there is a tunnel wash facility visible in the image. The long rectangular building labeled ""4433"" appears to be a car wash tunnel with clear entry and exit points.",Yes
,ChIJtaXu4Kb_v1QRbqCd5VA8mc0.png,"No, based on the satellite image, there is no clearly visible structure that appears to be a car wash tunnel facility with distinct entry and exit points for vehicles to drive through. The main building seems to house multiple businesses, including a Shell gas station, but a dedicated car wash tunnel is not identifiable.",No
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Splash wash
Shell",
Atlantic_Blvd__8714_Atlantic_Blvd__Jacksonville__FL__32211,ChIJV_rvDeu15YgRort6j1efNIQ.png,"No, there is no car wash facility visible in this satellite image, and consequently, no tunnel wash facility. The marker indicates ""Blessed Holy Services LLC"", which does not appear to be a car wash.",No
,ChIJ_5FlQHe15YgRWha26lMq98w.png,"No, there is no visible tunnel wash facility in this image. The structures present appear to be buildings and paved areas for detailing or parking.",No
,ChIJs30cDym15YgRVw4k5zEoLpQ.png,"No, there is no visible car wash tunnel facility in this image. The businesses labeled are not car washes, and none of the structures visible resemble a car wash tunnel.",No
,matching_results.txt,"Total competitors found in CSV: 2

Competitors found in CSV:
LUV Car Wash
Whistle Express Car Wash

Competitors not found in CSV:
AC1 Kustoms
Car wash afghan guy
Blessed Holy Services LLC Automotive Detailing",
Atlantic_Express__7700_Atlantic_Ave__Cudahy__CA__90201,ChIJ063WorDOwoARWUTng8hnY0U.png,"No, there is no visible tunnel wash facility in the image. The car wash area appears to consist of buildings and open/covered bays, not a distinct tunnel structure.",No
,ChIJ3RwaW5jOwoARz1zGbROIJxQ.png,"Yes, the image shows a rectangular building labeled as a car wash with covered drive-through lanes leading to it, which indicates the presence of a tunnel wash facility.",Yes
,ChIJBbWPtr_OwoARyenorQiFHJo.png,"No,",No
,ChIJFRiDGnvJwoARheNN3JcOMWM.png,"No, I cannot identify a tunnel wash facility in the satellite image at the location marked ""Bella Carwash1"". The area appears to be an open lot or a facility that does not feature the visible structure of a tunnel car wash.",No
,ChIJFV2m4e7PwoARCRSGTIdmAEY.png,"Yes, the image shows a long rectangular structure with entry/exit points consistent with a tunnel wash facility.",Yes
,ChIJI6hchbzOwoARiPNWyHm9GRA.png,"Yes, the image shows a long rectangular building with visible entry and exit points, which indicates the presence of a tunnel wash facility.",Yes
,ChIJLywCJ77OwoARHWYGZEVjWr8.png,"Yes, the Pacific Car Wash facility shown in the image appears to have a tunnel wash facility. The main building is a long, rectangular structure with visible entry and exit points that suggest a drive-through car wash tunnel.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Atlantic Express Car Wash
Jack's Car Wash & Detailing
Quickly Clean Express Car Wash
El Plebe Car Wash Auto Detail
Bella_Carwash1
Pacific Car Wash
Bellwood Auto Body",
AutoBrite_Express__211_N_Cooper_Dr__Henderson__NC__27536,ChIJ3eCg5RC9rYkR1nrt1g3XVwo.png,"No, based on the satellite image, the structure shown appears to have bays typical of a self-serve or in-bay automatic car wash, not a tunnel wash facility. A tunnel wash would be a longer, drive-through structure.",No
,ChIJE67lK5a8rYkR33BsDTIKhT0.png,"Yes, the image shows a long, rectangular structure that appears to be a car wash tunnel, with cars lined up at the entrance and an exit visible.",Yes
,ChIJp6_lK5a8rYkRxwiUlJpVoa8.png,"Yes, the image shows a rectangular building structure associated with the ""Autobright Car Wash"" which appears to be a tunnel wash facility with clear entry and exit points for vehicles.",Yes
,ChIJqzrUmuu8rYkR5HfUbn-D0tA.png,"No,",No
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
AutoBrite Car Washes, Inc.
Amoco
Sheetz
Amoco
Autobright Car Wash",
Auto_Paradise_Car_Wash__1402_E_Vine_St__Kissimmee__FL__34744,ChIJJ5o0fVeH3YgR5RkGg3e5q_w.png,"No,",No
,ChIJf6WswCuE3YgRQ1jbdO2HTJg.png,"Yes, the image shows a large rectangular building with clear drive-through lanes and entry/exit points labeled as ""Auto Paradise Car Wash,"" which indicates the presence of a tunnel wash facility.",Yes
,ChIJnXm1suSD3YgRDtYr7dLUktg.png,"No,",No
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Auto Paradise Car Wash
Amoco
Krazy Vern's Car Wash",
Auto_Suds_Express_West__25th_North_25th_St.__Lebanon__PA__17042,ChIJa-JD_oypyIkRRnJAe1YL_Yw.png,"Yes, the image shows a rectangular building with apparent entry and exit points, consistent with a tunnel wash facility.",Yes
,ChIJgzil-L0CxokRQxurTosbCRE.png,"Yes, the image shows a building that appears to be a tunnel car wash. It is a long, rectangular structure with apparent entry and exit points for vehicles.",Yes
,ChIJi_y6kokDxokRFSbz4CMgaPY.png,"Yes, the image shows a rectangular structure that appears to be a tunnel wash facility.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
AutoSuds West Car Wash
Sheetz
16th Street Car Wash",
Autobahn_Auto_Care_Center__3928_W_Clearwater_Ave__Kennewick__WA__99336,ChIJ2ZtOwBx5mFQRIK6DzxnFkVk.png,"Yes, the image shows a structure that fits the description of a tunnel wash facility with a clear drive-through lane for cars.",Yes
,ChIJ5V6vqwh5mFQRpyo6OzsQORw.png,"Yes, there is a tunnel wash facility visible in the image. The long, rectangular structure labeled ""Shell"" is likely a tunnel car wash.",Yes
,ChIJ8UWF12R5mFQRK0AjaLyNbqA.png,"Yes, the car wash in the image appears to have a tunnel wash facility. The building labeled ""Circle K | Car Wash"" is a rectangular structure with clear entry and exit points for cars, consistent with a tunnel car wash.",Yes
,ChIJHzEnj7J5mFQRtvjQhD5L3kY.png,"Yes, the image shows a rectangular building with clear entry and exit points labeled ""Car Wash"", which is consistent with a tunnel wash facility.",Yes
,ChIJO3W1km95mFQRoNauRLl1Ffw.png,"No,",No
,ChIJR3QJSgh5mFQRdGnbFfTcjDg.png,"No,",No
,ChIJXebMcwV5mFQRK73mMD1wmeM.png,"Yes, based on the satellite image showing a long, rectangular building with visible entry and exit points, the car wash appears to have a tunnel wash facility.",Yes
,ChIJc5ZoJiR5mFQRkgHInDbvmhs.png,"No, I do not see any evidence of a car wash facility with a tunnel structure in this satellite image. The image appears to show car dealerships and auto repair/rescue businesses.",No
,ChIJlRfe-HR5mFQRkIE9xjudNIE.png,"Yes, the image shows a building that appears to be a tunnel car wash facility. It is an elongated structure with openings at both ends for vehicles to drive through.",Yes
,ChIJqRn9xx55mFQRbJB3TUsY1TU.png,"No,",No
,matching_results.txt,"Total competitors found in CSV: 1

Competitors found in CSV:
Mister Car Wash

Competitors not found in CSV:
Autobahn Auto Care Center
Shell
Trusted Touch
WASHWORKS TRI CITIES III LLC
U-Wash Self Sevice Car Wash
Auto Spa
North Volland Car Wash
Circle K | Car Wash
Car Wash
Jiffy Car Wash Inc",
Autobahn_Express__1225_Guyer_Ave__Richland__WA__99352,ChIJ1RPAbtN6mFQRrheeTWiaft0.png,"Yes, the satellite image shows a long, rectangular building with apparent entry and exit points for vehicles, consistent with a tunnel wash facility.",Yes
,ChIJ3TyfFdF6mFQRS2Gh6PJw24Q.png,"Yes, based on the satellite image, the car wash facility has a rectangular structure that appears to be a tunnel wash, consistent with the description provided.",Yes
,ChIJ3f_2JmN7mFQR0ERqzCFnMkc.png,"No, based on the satellite image, the facility appears to have multiple in-bay wash areas rather than a single continuous tunnel wash facility.",No
,ChIJTxI3YcB6mFQRULElXFquRw8.png,"Yes, the image shows a rectangular structure with what appears to be an entrance, consistent with a tunnel car wash facility.",Yes
,ChIJdbkEv796mFQRFCEpm0oz7ns.png,"Yes, based on the presence of a long, rectangular building structure with apparent entry and exit points suitable for vehicles to drive through, consistent with a car wash tunnel, the facility likely has a tunnel wash.",Yes
,ChIJe5oiZQx7mFQRpyCEzmen-dw.png,"Yes, the image shows rectangular structures consistent with tunnel car wash bays, indicating it has a tunnel wash facility.",Yes
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
Autobahn Express
Circle K | Car Wash
Circle K
Conoco
Lee Boulevard Car Wash
Van Giesen Car Wash",
_StoneWash__Car_Care_Center__818_Paris_Rd__Mayfield__KY__42066,ChIJ9eEpUdQxeogRFMXJZ9OhN2c.png,"No,",No
,ChIJL0irlyoweogRLKfGl0zH7y4.png,"No, based on the satellite image, there is no visible structure that clearly indicates a tunnel wash facility. The primary car wash building does not appear to have a long, rectangular drive-through tunnel structure.",No
,ChIJP4czgyoweogRwvkgFMe5lIY.png,"Yes, the image shows a long, rectangular building with apparent entry and exit points, which is characteristic of a tunnel wash facility.",Yes
,ChIJlbBed9AveogRNEYttEDgrPk.png,"No, there is no structure visible in the image that resembles a tunnel wash facility with clear entry and exit points for a car to drive through. The visible structures appear to be buildings and possibly individual wash bays.",No
,ChIJm8RtztAxeogRfLwarWRU18g.png,"No, based on the provided satellite image, there is no visible structure or label indicating a car wash facility, let alone a tunnel wash.",No
,matching_results.txt,"Total competitors found in CSV: 0

Competitors not found in CSV:
STONEWASH CAR CARE CENTER
Rainbo Car Wash
Shell
Macie's Auto Spa
Auto Works Window Tinting",
